UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
153366,"R",56068327,"R",46698545,"R",0,"R",117752734,"R",48241158,"R",28245517,"R",25590553,"R",43921023,"R",36010934,"R",7910089,"R",69511576,"R",566720,"R",87383307,"R",22637453,"R",184622,"R",0,"R",110772102,"R",64073557,"R",42723732,"R",39013871,"R",2414098,"R",6123959,"R",63387617,"R",0,"R",69511576,"R",2709975,"R",450293,"R",828166,"R",0,"R",1339378,"R",14533805,"R",19861617,"R",16089006,"R",0,"R",16089006,"R",23101111,"R",23101111,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1480277,"R",332572,"R",1147705,"R",0,"R",1823,"Z",0,"R",1823,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6289406,"R",704897,"R",2116680,"R",3467829,"R",6083006,"R",704897,"R",1910280,"R",3467829,"R",206400,"R",0,"R",206400,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4843091,"R",3655469,"R",1179353,"R",8269,"Z",0,"Z",0,"R",6457622,"R",6457622,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",550402,"R",539165,"R",11237,"R",0,"R",42723732,"R",34790836,"R",4456798,"R",3476098,"R",0,"R",3815531,"R",-3815531,"Z",0,"R",42723732,"R",38606367,"R",641267,"R",3476098,"R",12847429,"R",5923727,"R",0,"R",0,"R",1111185,"R",714696,"R",2360883,"R",1278608,"R",9391119,"R",4642583,"R",6757217,"R",3035172,"R",6546038,"R",520861,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",39013871,"R",16115647,"R",4703979,"R",7138458,"R",2853896,"R",1072139,"R",7129752, 1,"R",50948526,"R",53339822
153375,"R",25575660,"R",83737584,"R",0,"R",117595911,"R",53678631,"R",46086184,"R",19209339,"R",44707941,"R",15854803,"R",28853138,"R",63917280,"R",10312939,"R",93783128,"R",20356344,"R",109882,"R",1128683,"R",125690976,"R",41953392,"R",38191108,"R",36401460,"R",0,"R",1789648,"R",62127632,"R",0,"R",63917280,"R",3218059,"R",228287,"R",3794177,"R",0,"R",683955,"R",17711409,"R",25635887,"R",18502075,"R",0,"R",18502075,"R",22870896,"R",22870896,"R",0,"R",0,"R",212458,"R",212458,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",457934,"R",0,"R",457934,"R",0,"R",15000,"Z",0,"R",15000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3308420,"R",297453,"R",1051261,"R",1959706,"R",3295170,"R",290703,"R",1044761,"R",1959706,"R",13250,"R",6750,"R",6500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2080243,"R",844230,"R",1236013,"R",0,"R",0,"R",0,"R",8222454,"R",8222454,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1023703,"R",648422,"R",375281,"R",0,"R",38191108,"R",33095913,"R",3135489,"R",1959706,"R",0,"R",3322499,"R",-3322499,"R",0,"R",38191108,"R",36418412,"R",-187010,"R",1959706,"R",11831318,"R",7398505,"R",0,"R",0,"R",0,"R",0,"R",2811899,"R",1496693,"R",7509056,"R",3112519,"R",7332562,"R",3732269,"R",6916625,"R",420024,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36401460,"R",16160010,"R",4014398,"R",2320027,"R",3784734,"R",1763810,"R",8358481, 1,"R",22563514,"R",25022116
153384,"R",2115756000,"R",290045000,"R",0,"R",2439523000,"R",252319000,"R",195394000,"R",1525102000,"R",662102000,"R",134747000,"R",527355000,"R",2187204000,"R",13875000,"R",333931000,"R",72486000,"R",80704000,"R",0,"R",500996000,"R",210951000,"R",266569000,"R",125769000,"R",-2861000,"R",137939000,"R",2049265000,"R",0,"R",2187204000,"R",1459000,"R",165000,"R",0,"R",0,"R",6377000,"R",41942000,"R",49943000,"R",48484000,"R",0,"R",48484000,"R",34179000,"R",34179000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1170000,"R",759000,"R",411000,"R",0,"R",53000,"R",52000,"R",1000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26940000,"R",4251000,"R",5714000,"R",16975000,"R",26693000,"R",4251000,"R",5467000,"R",16975000,"R",247000,"R",0,"R",247000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",185658000,"R",126992000,"R",58312000,"R",354000,"R",0,"R",0,"R",17799000,"R",17799000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",770000,"R",755000,"R",15000,"R",0,"R",266569000,"R",184787000,"R",64453000,"R",17329000,"R",0,"R",24983000,"R",-24822000,"R",-161000,"R",266569000,"R",209770000,"R",39631000,"R",17168000,"R",44603000,"R",24214000,"R",1547000,"R",511000,"R",869000,"R",406000,"R",15481000,"R",5484000,"R",23769000,"R",8529000,"R",23086000,"R",10337000,"R",16414000,"R",3325000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",125769000,"R",52806000,"R",16447000,"R",17682000,"R",9964000,"R",1118000,"R",27752000, 1,"R",1871046000,"R",1991605000
153409,"R",0,"R",6994,"R",0,"R",4520035,"R",3499263,"R",0,"R",1020772,"R",0,"R",0,"R",0,"R",1020772,"R",0,"R",1395503,"R",155797,"R",0,"R",0,"R",1551300,"R",1544306,"R",2242028,"R",1479306,"R",0,"R",762722,"R",258050,"R",0,"R",1020772,"R",507592,"R",1362368,"R",99092,"R",0,"R",0,"R",1400,"R",1970452,"R",33959,"R",0,"R",33959,"R",2109078,"R",2109078,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132950,"R",132950,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2242028,"R",2242028,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2242028,"R",2242028,"R",0,"R",0,"R",172526,"R",148758,"R",0,"R",0,"R",0,"R",0,"R",189776,"R",0,"R",0,"R",0,"R",845606,"R",301045,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",271398,"R",0,"R",1479306,"R",449803,"R",45812,"R",260576,"R",6149,"R",0,"R",716966, 2,"A",,"A",
153418,"R",0,"R",49047,"R",0,"R",8874433,"R",6666858,"R",0,"R",2207575,"R",0,"R",0,"R",0,"R",2207575,"R",0,"R",856900,"R",248869,"R",0,"R",0,"R",1105769,"R",1056722,"R",6467748,"R",4495579,"R",0,"R",1972169,"R",235406,"R",0,"R",2207575,"R",1526517,"R",3782701,"R",551144,"R",0,"R",0,"R",3000,"R",5863362,"R",340504,"R",0,"R",340504,"R",6122257,"R",6122257,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",345491,"R",345491,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6467748,"R",6467748,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6467748,"R",6467748,"R",0,"R",0,"R",1170098,"R",1059569,"R",0,"R",0,"R",0,"R",0,"R",628176,"R",0,"R",189,"R",0,"R",2050417,"R",986839,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",646699,"R",0,"R",4495579,"R",2046408,"R",187361,"R",615601,"R",16926,"R",0,"R",1629283, 2,"A",,"A",
153542,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15422,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15422,"R",0,"R",0,"R",0,"R",38866,"R",38866,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",38866,"R",38866,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",38866,"R",38866,"R",0,"R",0,"R",207730,"R",162189,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20773,"R",0,"A",,"A",,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",228503,"R",162189,"R",39542,"R",0,"R",0,"R",0,"R",26772,-2,"A",,"A",
153621,"R",8821056,"R",20757990,"R",458328,"R",40368538,"R",27892902,"R",25973672,"R",-9069406,"R",21545042,"R",17472713,"R",4072329,"R",12475636,"R",1208446,"R",31980969,"R",9635865,"Z",0,"Z",0,"R",42825280,"R",22067290,"R",12884743,"R",16327674,"R",0,"R",-3442931,"R",15918567,"R",0,"R",12475636,"R",1415545,"R",69480,"R",578433,"Z",0,"R",118320,"R",7723976,"R",9905754,"R",7723976,"Z",0,"R",7723976,"R",6003147,"R",6003147,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",74219,"R",74219,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2526313,"R",1680194,"R",663644,"R",182475,"R",2526313,"R",1680194,"R",663644,"R",182475,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",680184,"R",89526,"R",518921,"R",71737,"Z",0,"Z",0,"R",3460374,"R",3460374,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",140506,"R",140506,"R",0,"R",0,"R",12884743,"R",11447966,"R",1182565,"R",254212,"R",0,"R",533383,"R",-533383,"Z",0,"R",12884743,"R",11981349,"R",649182,"R",254212,"R",4379034,"R",2156135,"Z",0,"Z",0,"Z",0,"Z",0,"R",943420,"R",685947,"R",4375882,"R",1554096,"R",4254934,"R",1237159,"R",2300185,"R",53441,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",74219,"R",0,"R",16327674,"R",5686778,"R",1624391,"R",1584484,"R",1055710,"R",741088,"R",5635223, 1,"R",17218501,"R",17472713
153825,"R",28508240,"R",45909482,"R",0,"R",112357862,"R",70404940,"R",40727074,"R",-31760249,"R",73713171,"R",21618858,"R",52094313,"R",41952922,"R",7584175,"R",78288871,"R",15779923,"R",1161763,"R",0,"R",102814732,"R",56905250,"R",48958722,"R",45968819,"R",0,"R",2989903,"R",38963019,"R",0,"R",41952922,"R",1456359,"R",543938,"R",1466305,"R",0,"R",954308,"R",24532811,"R",28953721,"R",25656735,"R",0,"R",25656735,"R",18887178,"R",18887178,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",619766,"R",619766,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",93478,"R",93478,"R",0,"R",0,"R",8726559,"R",2601143,"R",5537791,"R",587625,"R",8233928,"R",2181936,"R",5464367,"R",587625,"R",492631,"R",419207,"R",73424,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1576966,"R",10729,"R",1461502,"R",104735,"R",391432,"R",391432,"R",9077503,"R",9077503,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9585840,"R",10167116,"R",-581276,"R",0,"R",48958722,"R",41848345,"R",6418017,"R",692360,"R",0,"R",4943505,"R",-4943505,"R",0,"R",48958722,"R",46791850,"R",1474512,"R",692360,"R",9835412,"R",6615613,"R",721042,"R",196848,"R",285862,"R",223377,"R",4004109,"R",1298449,"R",9330398,"R",4059724,"R",6529130,"R",3002937,"R",7057314,"R",1309982,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8205552,"R",0,"R",45968819,"R",16706930,"R",4219479,"R",4061929,"R",2498974,"R",1775697,"R",16705810, 1,"R",33468602,"R",39654373
153834,"R",186893570,"R",78014920,"R",0,"R",299670022,"R",52077469,"R",26733947,"R",95885043,"R",151707510,"R",116802207,"R",34905303,"R",247592553,"R",663581,"R",138632299,"R",55896475,"R",1630376,"R",0,"R",196822731,"R",118807811,"R",81192913,"R",75459683,"R",0,"R",5733230,"R",241859323,"R",0,"R",247592553,"R",1621134,"R",854131,"R",1233007,"R",0,"R",6036161,"R",41736353,"R",51480786,"R",48159058,"R",0,"R",48159058,"R",33959902,"R",33959902,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1222132,"R",1222132,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10749876,"R",6123536,"R",582943,"R",4043397,"R",10749876,"R",6123536,"R",582943,"R",4043397,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13186581,"R",8361255,"R",3702303,"R",1123023,"R",1053895,"R",1053895,"R",19060983,"R",19060983,"R",0,"R",0,"R",228720,"R",228720,"R",0,"R",0,"R",1730824,"R",1730824,"R",0,"R",0,"R",81192913,"R",71741247,"R",4285246,"R",5166420,"R",0,"R",3960311,"R",-3960311,"R",0,"R",81192913,"R",75701558,"R",324935,"R",5166420,"R",30724898,"R",14773216,"R",642360,"R",241985,"R",453284,"R",100086,"R",4523346,"R",2004399,"R",13165379,"R",5738777,"R",10949607,"R",4456993,"R",14634740,"R",1515059,"Z",0,"Z",0,"Z",0,"R",366069,"Z",0,"R",0,"R",0,"R",75459683,"R",28830515,"R",10695799,"R",7840241,"R",7009331,"R",900682,"R",20183115, 1,"R",161084410,"R",167343647
153861,"R",8399000,"R",32692000,"R",0,"R",64123000,"R",26476000,"R",20074000,"R",33412000,"R",4235000,"R",1981000,"R",2254000,"R",37647000,"R",6585000,"R",58344000,"R",21821000,"R",1554000,"R",0,"R",88304000,"R",55612000,"R",32420000,"R",32041000,"R",0,"R",379000,"R",37268000,"R",0,"R",37647000,"R",751000,"R",89000,"R",86000,"R",0,"R",153000,"R",4077000,"R",5156000,"R",4077000,"R",0,"R",4077000,"R",15118000,"R",15118000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",192000,"R",192000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6205000,"R",5432000,"R",766000,"R",7000,"R",6205000,"R",5432000,"R",766000,"R",7000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",708000,"R",636000,"R",72000,"R",0,"R",0,"R",0,"R",7508000,"R",7508000,"R",0,"R",0,"R",2323000,"R",2261000,"R",62000,"R",0,"R",366000,"R",551000,"R",-2000,"R",-183000,"R",32420000,"R",31698000,"R",898000,"R",-176000,"R",0,"R",114000,"R",-114000,"R",0,"R",32420000,"R",31812000,"R",784000,"R",-176000,"R",10208000,"R",4648000,"R",375000,"R",160000,"R",600000,"R",106000,"R",1652000,"R",550000,"R",2268000,"R",478000,"R",8630000,"R",2618000,"R",5699000,"R",630000,"R",0,"R",0,"R",0,"R",2609000,"R",1247000,"R",0,"R",0,"R",32041000,"R",10437000,"R",5168000,"R",3157000,"R",2000000,"R",633000,"R",10646000, 1,"R",7987000,"R",7806000
153977,"R",18284410,"R",4103137,"R",0,"R",40751354,"R",767003,"R",0,"R",36884446,"R",3099905,"R",764000,"R",2335905,"R",39984351,"R",0,"R",4726064,"R",3818396,"R",0,"R",0,"R",8544460,"R",4441323,"R",16450049,"R",14124179,"R",127853,"R",2453723,"R",37530627,"R",1,"R",39984351,"R",1691525,"R",79862,"R",1922237,"R",0,"R",401839,"R",527996,"R",4623459,"R",32136,"R",0,"R",32136,"R",13946800,"R",13946800,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",145249,"R",145249,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1355000,"R",708000,"R",257000,"R",390000,"R",1355000,"R",708000,"R",257000,"R",390000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1003000,"R",761000,"R",242000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16450049,"R",15561049,"R",499000,"R",390000,"R",0,"R",395000,"R",-395000,"R",0,"R",16450049,"R",15956049,"R",104000,"R",390000,"R",6983252,"R",4573376,"R",0,"Z",0,"R",0,"Z",0,"R",1831947,"R",995421,"R",1801433,"R",1095038,"R",3507547,"R",1107267,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",14124179,"R",7771102,"R",1665685,"R",1906967,"R",272983,"R",0,"R",2507442, 1,"R",5520976,"R",7133402
154004,"R",69221006,"R",55815236,"R",0,"R",132818525,"R",48008762,"R",39320000,"R",37958114,"R",46851649,"R",37449180,"R",9402469,"R",84809763,"R",9612135,"R",69228322,"R",14514521,"R",0,"R",2331500,"R",95686478,"R",39871242,"R",43402624,"R",37264478,"R",-6110450,"R",27696,"R",78643921,"R",6138146,"R",84809763,"R",1664260,"R",1727806,"R",2238494,"R",816908,"R",1475566,"R",18935024,"R",26858058,"R",19062983,"R",0,"R",19062983,"R",21786239,"R",21786239,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",186300,"R",0,"R",186300,"R",0,"R",10000,"R",0,"R",10000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3968192,"R",1548545,"R",500785,"R",1918862,"R",3958192,"R",1548545,"R",490785,"R",1918862,"R",10000,"R",0,"R",10000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8679892,"R",7095123,"R",1533151,"R",51618,"R",0,"R",0,"R",7375267,"R",7375267,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1396734,"R",1348636,"R",92033,"R",-43935,"R",43402624,"R",39153810,"R",2322269,"R",1926545,"R",0,"R",-1572889,"R",1572889,"R",0,"R",43402624,"R",37580921,"R",3895158,"R",1926545,"R",12566500,"R",7376455,"R",0,"R",0,"R",0,"R",0,"R",3350084,"R",2306471,"R",7793293,"R",3277773,"R",6130917,"R",2731403,"R",7423684,"R",946394,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37264478,"R",16638496,"R",3903299,"R",863770,"R",2749676,"R",1474706,"R",11634531, 1,"R",43718509,"R",47053620
154013,"R",25975328,"R",49227043,"R",0,"R",94627564,"R",20142160,"R",16416750,"R",40506982,"R",33978422,"R",20942902,"R",13035520,"R",74485404,"R",18259233,"R",53343643,"R",9541534,"R",182664,"R",0,"R",81327074,"R",32100031,"R",37396701,"R",31155212,"R",0,"R",6241489,"R",68243915,"R",0,"R",74485404,"R",2318784,"R",388774,"R",3212076,"R",0,"R",625692,"R",16801336,"R",23346662,"R",17427028,"R",0,"R",17427028,"R",21052577,"R",21052577,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",171603,"R",171603,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6563464,"R",1592149,"R",3320500,"R",1650815,"R",6563464,"R",1592149,"R",3320500,"R",1650815,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1886872,"R",428137,"R",1323859,"R",134876,"R",0,"R",0,"R",5816336,"R",5816336,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1905849,"R",1905523,"R",326,"R",0,"R",37396701,"R",30966325,"R",4644685,"R",1785691,"R",0,"R",2961909,"R",-2961909,"R",0,"R",37396701,"R",33928234,"R",1682776,"R",1785691,"R",10151502,"R",7168988,"R",0,"R",0,"R",0,"R",0,"R",3727805,"R",1561268,"R",6567162,"R",2472294,"R",4886321,"R",1943807,"R",5822422,"R",810432,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31155212,"R",13956789,"R",3265298,"R",3409378,"R",1845183,"R",412101,"R",8266463, 1,"R",27154721,"R",29612897
154101,"R",56986945,"R",77761908,"R",0,"R",150129045,"R",10849041,"R",2275000,"R",89438069,"R",49841935,"R",22627883,"R",27214052,"R",139280004,"R",6784339,"R",79484144,"R",15778980,"R",20711342,"R",0,"R",122758805,"R",44996897,"R",32653980,"R",29231852,"R",195262,"R",3617390,"R",135662614,"R",0,"R",139280004,"R",1185277,"R",185029,"R",1643494,"R",0,"R",1845488,"R",15524338,"R",20383626,"R",17554855,"R",0,"R",17554855,"R",13797069,"R",13797069,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",338530,"R",338530,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4259476,"R",3484651,"R",20947,"R",753878,"R",4259476,"R",3484651,"R",20947,"R",753878,"R",0,"R",0,"R",0,"R",0,"R",20000,"R",20000,"R",0,"R",0,"R",5606195,"R",2957058,"R",2655753,"R",-6616,"R",334532,"R",334532,"R",7954626,"R",7954626,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",343552,"R",231458,"R",0,"R",112094,"R",32653980,"R",29117924,"R",2676700,"R",859356,"R",0,"R",-238770,"R",238770,"R",0,"R",32653980,"R",28879154,"R",2915470,"R",859356,"R",10354535,"R",5684544,"R",0,"R",0,"R",1601,"R",0,"R",4187770,"R",1492403,"R",6371489,"R",2463768,"R",3686038,"R",1673683,"R",4630419,"R",357093,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29231852,"R",11671491,"R",3268017,"R",2062168,"R",2853622,"R",94469,"R",9282085, 1,"R",49413216,"R",53739229
