UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
216807,"R",123432315,"R",79911707,"Z",0,"R",217760249,"R",43943385,"R",31116626,"R",62011319,"R",111805545,"R",66536282,"R",45269263,"R",173816864,"R",5843615,"R",94625377,"R",12191868,"R",4006177,"Z",0,"R",116667037,"R",36755330,"R",45394333,"R",40905685,"R",-21362,"R",4467286,"R",169349578,"R",0,"R",173816864,"R",1784960,"R",136740,"R",1476952,"Z",0,"R",3792032,"R",21957387,"R",29148071,"R",25940814,"Z",0,"R",25940814,"R",15592875,"R",15592875,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",453667,"R",234414,"R",219253,"R",0,"R",374697,"R",267380,"R",107317,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6209346,"R",1753615,"R",3713850,"R",741881,"R",5847026,"R",1747615,"R",3357530,"R",741881,"R",362320,"R",6000,"R",356320,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10987511,"R",6618484,"R",4013745,"R",355282,"Z",0,"Z",0,"R",10992731,"R",10992731,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",783506,"R",771697,"R",10450,"R",1359,"R",45394333,"R",36231196,"R",8064615,"R",1098522,"R",0,"R",2377642,"R",-2474831,"R",97189,"R",45394333,"R",38608838,"R",5589784,"R",1195711,"R",13545293,"R",7119759,"Z",0,"Z",0,"Z",0,"Z",0,"R",5017307,"R",1796305,"R",9160755,"R",3519998,"R",5152196,"R",2117049,"R",8030134,"R",254650,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",40905685,"R",14807761,"R",5439580,"R",3459055,"R",3140102,"R",1355740,"R",12703447, 1,"R",117825639,"R",123411062
216816,"R",14515483,"R",6422989,"R",0,"R",36494741,"R",3346170,"R",623038,"R",6576318,"R",26572253,"R",14395199,"R",12177054,"R",33148571,"R",1008,"R",7902278,"R",9299354,"R",0,"R",0,"R",17202640,"R",10779651,"R",15476563,"R",15698867,"R",0,"R",-222304,"R",33370875,"R",0,"R",33148571,"R",0,"R",0,"R",0,"R",0,"R",261119,"R",1540771,"R",1801890,"R",1801890,"R",0,"R",1801890,"R",5019753,"R",5019753,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5215397,"R",3490512,"R",1550635,"R",174250,"R",5215397,"R",3490512,"R",1550635,"R",174250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",200835,"R",95121,"R",281714,"R",-176000,"R",0,"R",0,"R",3631275,"R",3631275,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1409303,"R",1409303,"R",0,"R",0,"R",15476563,"R",13645964,"R",1832349,"R",-1750,"R",0,"R",2573138,"R",-2573138,"Z",0,"R",15476563,"R",16219102,"R",-740789,"R",-1750,"R",5030041,"R",2615479,"R",0,"R",0,"R",0,"R",0,"R",1039569,"R",509506,"R",1298732,"R",784254,"R",4263826,"R",1655609,"R",4066699,"R",608141,"R",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",15698867,"R",6172989,"R",1304631,"R",372744,"R",674755,"R",45806,"R",7127942, 1,"R",14396949,"R",14395199
216852,"R",95327970,"R",206724047,"R",0,"R",365239316,"R",174904808,"R",79802606,"R",128904378,"R",61430130,"R",42108281,"R",19321849,"R",190334508,"R",17374034,"R",327480836,"R",69367724,"R",1513812,"R",0,"R",415736406,"R",209012359,"R",166368643,"R",148659991,"R",-1187397,"R",16521255,"R",173813253,"R",0,"R",190334508,"R",3605128,"R",1170931,"R",2559930,"R",0,"R",1346488,"R",78710789,"R",87393266,"R",78710789,"R",0,"R",78710789,"R",113207892,"R",113207892,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2556482,"R",1387472,"R",1169010,"R",0,"R",684252,"R",651151,"R",33101,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3828696,"R",1478598,"R",2244123,"R",105975,"R",1664682,"R",1239006,"R",319701,"R",105975,"R",2164014,"R",239592,"R",1924422,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",20684649,"R",16929284,"R",3739974,"R",15391,"R",0,"R",0,"R",23071529,"R",23071529,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2335143,"R",2227745,"R",21091,"R",86307,"R",166368643,"R",158953671,"R",7207299,"R",207673,"R",0,"R",5802806,"R",-5802806,"Z",0,"R",166368643,"R",164756477,"R",1404493,"R",207673,"R",69517905,"R",40758581,"R",538533,"R",233371,"R",462475,"R",285310,"R",14234684,"R",4455226,"R",19902206,"R",7672707,"R",20957709,"R",8340443,"R",22210759,"R",1014238,"R",0,"R",0,"R",0,"R",0,"R",0,"R",835720,"R",0,"R",148659991,"R",62759876,"R",29421177,"R",16408364,"R",12295855,"R",3994573,"R",23780146, 1,"R",87071306,"R",91760452
216931,"R",52298756,"R",118161536,"R",0,"R",227558147,"R",101207596,"R",74546471,"R",73091463,"R",53259088,"R",34171810,"R",19087278,"R",126350551,"R",17945273,"R",162925374,"R",27390438,"R",2632697,"R",0,"R",210893782,"R",92732246,"R",111279061,"R",100825615,"R",0,"R",10453446,"R",115897105,"R",0,"R",126350551,"R",3733733,"R",317389,"R",3423304,"R",0,"R",1606762,"R",36882122,"R",45963310,"R",38806773,"R",1243711,"R",40050484,"R",76658709,"R",76658709,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2649721,"R",2268167,"R",381554,"R",0,"R",4680746,"R",4191636,"R",489110,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8129864,"R",2653884,"R",4088515,"R",1387465,"R",7430417,"R",2224577,"R",3818375,"R",1387465,"R",699447,"R",429307,"R",270140,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4119250,"R",1630097,"R",2149804,"R",339349,"R",0,"R",0,"R",14310986,"R",14310986,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",729785,"R",726778,"R",3007,"R",0,"R",111279061,"R",102440257,"R",7111990,"R",1726814,"R",0,"R",1386741,"R",-1386741,"Z",0,"R",111279061,"R",103826998,"R",5725249,"R",1726814,"R",41634416,"R",23735930,"R",2155255,"R",529882,"R",2867549,"R",1428209,"R",9756233,"R",3756491,"R",15469985,"R",5542965,"R",17553217,"R",7969865,"R",11388960,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",100825615,"R",42963342,"R",8602902,"R",9953499,"R",6606045,"R",3087284,"R",29612543, 1,"R",47733723,"R",51627190
216940,"R",122780412,"R",22755199,"R",0,"R",155198244,"R",1991798,"R",0,"R",30871190,"R",122335256,"R",93975121,"R",28360135,"R",153206446,"R",3703855,"R",21912385,"R",6956318,"R",4405561,"R",0,"R",36978119,"R",14222920,"R",21853637,"R",9366650,"R",0,"R",12486987,"R",140719459,"R",0,"R",153206446,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7941382,"R",7941382,"R",0,"R",0,"R",0,"R",5380,"R",5380,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13254667,"R",7885788,"R",3196542,"R",2172337,"R",13254667,"R",7885788,"R",3196542,"R",2172337,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8431225,"R",6141149,"R",2049613,"R",240463,"Z",0,"Z",0,"R",7924,"R",7924,"A",,"A",,"A",,"A",,"A",,"A",,"R",154441,"R",154441,"R",0,"R",0,"R",21853637,"R",14194682,"R",5246155,"R",2412800,"R",0,"R",2417703,"R",-2417703,"Z",0,"R",21853637,"R",16612385,"R",2828452,"R",2412800,"R",1888968,"R",1298508,"Z",0,"Z",0,"Z",0,"Z",0,"R",395353,"R",203315,"R",1522976,"R",796823,"R",2767296,"R",1326921,"R",51680,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"R",2740377,"R",0,"R",9366650,"R",3625567,"R",1099272,"R",1697815,"R",1042560,"Z",0,"R",1901436, 1,"R",103880534,"R",118874893
217013,"R",60388362,"R",43630229,"R",0,"R",115946270,"R",36754327,"R",33734912,"R",31922261,"R",47269682,"R",42694505,"R",4575177,"R",79191943,"R",575546,"R",68052233,"R",9750941,"R",545441,"R",0,"R",78924161,"R",35293932,"R",30123406,"R",26577941,"R",0,"R",3545465,"R",75646478,"R",0,"R",79191943,"R",1451841,"R",39931,"R",41927,"R",0,"R",1492255,"R",5704551,"R",8730505,"R",7196807,"R",0,"R",7196807,"R",11317852,"R",11317852,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",515240,"R",45642,"R",469598,"R",0,"R",213499,"R",200579,"R",12920,"Z",0,"R",51000,"R",0,"R",51000,"Z",0,"R",5707485,"R",2697205,"R",1037444,"R",1972836,"R",5707485,"R",2697205,"R",1037444,"R",1972836,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3977778,"R",1714051,"R",2150073,"R",113654,"Z",0,"Z",0,"R",3913074,"R",3913074,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4427478,"R",7679135,"R",-3254157,"R",2500,"R",30123406,"R",27567538,"R",466878,"R",2088990,"R",0,"R",0,"Z",0,"Z",0,"R",30123406,"R",27567538,"R",466878,"R",2088990,"R",6916182,"R",4291297,"Z",0,"Z",0,"Z",0,"Z",0,"R",5156349,"R",1521421,"R",4802879,"R",1429287,"R",7093727,"R",2459145,"R",2608804,"R",275823,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",26577941,"R",9976973,"R",2500662,"R",2795078,"R",2876743,"R",2177377,"R",6251108, 1,"R",56424032,"R",58076883
217040,"R",0,"R",223309,"Z",0,"R",1810044,"R",873934,"R",157576,"R",936110,"Z",0,"Z",0,"Z",0,"R",936110,"R",71400,"R",666752,"R",595973,"Z",0,"Z",0,"R",1334125,"R",1110816,"R",2592312,"R",2594229,"R",0,"R",-1917,"R",938027,"R",0,"R",936110,"R",101765,"R",42035,"Z",0,"Z",0,"R",22539,"R",611586,"R",777925,"R",611586,"Z",0,"R",611586,"R",972438,"R",972438,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1499744,"R",1499744,"R",0,"R",0,"R",1438823,"R",1438823,"R",0,"R",0,"R",60921,"R",60921,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",106037,"R",106037,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14093,"R",14093,"R",0,"R",0,"R",2592312,"R",2592312,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2592312,"R",2592312,"R",0,"R",0,"R",1056105,"R",775119,"Z",0,"Z",0,"Z",0,"Z",0,"R",105866,"R",61202,"R",427996,"R",133002,"R",1004262,"R",254030,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",2594229,"R",1223353,"R",232557,"R",322921,"R",6163,"R",8170,"R",801065, 2,"A",,"A",
217059,"R",214405428,"R",242865533,"R",0,"R",504285192,"R",102612928,"R",84086689,"R",307591129,"R",94081135,"R",46966626,"R",47114509,"R",401672264,"R",12875715,"R",308519416,"R",45291848,"R",7174236,"R",0,"R",373861215,"R",130995682,"R",113247669,"R",102283195,"R",0,"R",10964474,"R",390707790,"R",0,"R",401672264,"R",4562160,"R",191931,"R",2731289,"R",0,"R",7538612,"R",15151215,"R",30175207,"R",22759932,"R",0,"R",22759932,"R",61843469,"R",61843469,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",419892,"R",419892,"R",0,"R",0,"R",676062,"R",676062,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5480859,"R",899791,"R",2186652,"R",2394416,"R",5480859,"R",899791,"R",2186652,"R",2394416,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15581204,"R",11616898,"R",3816467,"R",147839,"R",43046,"R",43046,"R",28442749,"R",28442749,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",760388,"R",648325,"R",111863,"R",200,"R",113247669,"R",104590232,"R",6114982,"R",2542455,"R",0,"R",7041016,"R",-7041016,"R",0,"R",113247669,"R",111631248,"R",-926034,"R",2542455,"R",39574423,"R",23308812,"R",0,"R",0,"R",142090,"R",142090,"R",11712591,"R",5813688,"R",11972283,"R",4148032,"R",14137950,"R",6266586,"R",21996181,"R",1196481,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2747677,"R",0,"R",102283195,"R",40875689,"R",14073333,"R",10137009,"R",11633872,"R",5373146,"R",20190146, 1,"R",148020896,"R",152939111
217156,"R",4021114000,"R",1123875000,"R",853000,"R",5791966000,"R",1155475000,"R",774661000,"R",1077926000,"R",3558565000,"R",1624275000,"R",1934290000,"R",4636491000,"R",85882000,"R",1815462000,"R",215517000,"R",68390000,"R",0,"R",2185251000,"R",1061376000,"R",1426146000,"R",968340000,"R",-8029000,"R",449777000,"R",4186714000,"R",0,"R",4636491000,"R",4705000,"R",5369000,"R",0,"R",0,"R",53826000,"R",143623000,"R",207523000,"R",176332000,"R",0,"R",176332000,"R",374431000,"R",374431000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",164699000,"R",164699000,"R",0,"R",0,"R",834000,"R",834000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",306465000,"R",91166000,"R",110231000,"R",105068000,"R",281768000,"R",66469000,"R",110231000,"R",105068000,"R",24697000,"R",24697000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",448316000,"R",106392000,"R",340802000,"R",1122000,"R",779000,"R",779000,"R",100036000,"R",100036000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30586000,"R",30586000,"R",0,"R",0,"R",1426146000,"R",868923000,"R",451033000,"R",106190000,"R",0,"R",-218868000,"R",218868000,"Z",0,"R",1426146000,"R",650055000,"R",669901000,"R",106190000,"R",351230000,"R",168764000,"R",144020000,"R",50514000,"R",3776000,"R",2072000,"R",149485000,"R",45009000,"R",83344000,"R",29359000,"R",100454000,"R",55897000,"R",114914000,"R",24900000,"R",21117000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",968340000,"R",376515000,"R",108990000,"R",63748000,"R",78176000,"R",27491000,"R",313420000, 1,"R",3245531000,"R",3603848000
217165,"R",205856000,"R",212059000,"Z",0,"R",499973000,"R",161425000,"R",111043000,"R",295315000,"R",43233000,"R",21197000,"R",22036000,"R",338548000,"R",29031000,"R",341724000,"R",61530000,"R",6555000,"Z",0,"R",438840000,"R",226781000,"R",174235000,"R",151451000,"R",0,"R",22784000,"R",315764000,"R",0,"R",338548000,"R",2077000,"R",275000,"R",180000,"Z",0,"R",2124000,"R",59182000,"R",63838000,"R",61761000,"Z",0,"R",61761000,"R",95944000,"R",95944000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1573000,"R",1573000,"R",0,"R",0,"R",392000,"R",392000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10068000,"R",2966000,"R",5807000,"R",1295000,"R",9826000,"R",2724000,"R",5807000,"R",1295000,"R",242000,"R",242000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18684000,"R",16277000,"R",2407000,"R",0,"Z",0,"Z",0,"R",47574000,"R",47574000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",174235000,"R",164726000,"R",8214000,"R",1295000,"R",0,"R",3771000,"R",-3771000,"Z",0,"R",174235000,"R",168497000,"R",4443000,"R",1295000,"R",40136000,"R",23070000,"R",6973000,"R",4951000,"R",2573000,"R",1101000,"R",14448000,"R",7860000,"R",32980000,"R",15198000,"R",24005000,"R",11766000,"R",28507000,"R",281000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1829000,"R",0,"R",151451000,"R",64227000,"R",20618000,"R",14022000,"R",17137000,"R",4554000,"R",30893000, 1,"R",174207000,"R",183756000
217235,"R",276839803,"R",623067240,"R",0,"R",973914432,"R",214007715,"R",161914697,"R",718491175,"R",41415542,"R",24351144,"R",17064398,"R",759906717,"R",88304140,"R",745502073,"R",182410438,"R",4108209,"R",6243701,"R",1026568561,"R",403501321,"R",325826604,"R",314957925,"R",2578712,"R",13447391,"R",746459326,"R",0,"R",759906717,"R",26946029,"R",899759,"R",4305250,"R",0,"R",1817924,"R",159818876,"R",193787838,"R",162536599,"R",0,"R",162536599,"R",209188402,"R",209188402,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2309787,"R",2309787,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4760778,"R",502215,"R",4096315,"R",162248,"R",4702475,"R",443912,"R",4096315,"R",162248,"R",58303,"R",58303,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20381518,"R",19381814,"R",978987,"R",20717,"R",184350,"R",184350,"R",85270585,"R",85270585,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3731184,"R",3731184,"R",0,"R",0,"R",325826604,"R",320568337,"R",5075302,"R",182965,"R",0,"R",1888435,"R",-1888435,"R",0,"R",325826604,"R",322456772,"R",3186867,"R",182965,"R",96374247,"R",50333183,"Z",0,"Z",0,"R",85002,"R",28617,"R",24554464,"R",16374004,"R",70055309,"R",29140006,"R",50550329,"R",25113693,"R",73338574,"R",11881034,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",314957925,"R",132870537,"R",41477774,"R",25354176,"R",36845848,"R",6831726,"R",71577864, 1,"R",255888049,"R",251631786
217305,"R",182197905,"R",179055453,"R",0,"R",396947315,"R",114567322,"R",102736115,"R",280889342,"R",1490651,"R",1157818,"R",332833,"R",282379993,"R",57646075,"R",152441082,"R",45437861,"R",102635,"R",0,"R",255627653,"R",76572200,"R",80477543,"R",68934876,"R",0,"R",11542667,"R",270837326,"R",0,"R",282379993,"R",7332552,"R",226869,"R",575654,"R",0,"R",0,"R",11364758,"R",19499833,"R",11364758,"R",0,"R",11364758,"R",54757615,"R",54757615,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",8542316,"R",8542316,"R",0,"R",0,"R",673282,"R",673282,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",582198,"R",501588,"R",80610,"R",0,"R",461253,"R",380643,"R",80610,"R",0,"R",120945,"R",120945,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",9011195,"R",9003026,"R",579,"R",7590,"R",3259631,"R",3259631,"R",3220723,"R",3220723,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",430583,"R",430583,"R",0,"R",0,"R",80477543,"R",80388764,"R",81189,"R",7590,"R",0,"R",143245,"R",-143245,"R",0,"R",80477543,"R",80532009,"R",-62056,"R",7590,"R",35232613,"R",19845627,"R",0,"R",0,"R",170756,"R",101958,"R",6269252,"R",2435479,"R",9452009,"R",4557664,"R",15399676,"R",4831938,"R",2410570,"R",221886,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68934876,"R",31994552,"R",7242046,"R",6962846,"R",6971144,"R",2683770,"R",13080518, 1,"R",200077155,"R",205841772
217402,"R",242572980,"R",457587064,"Z",0,"R",745242649,"R",200904104,"R",11149581,"R",355307224,"R",189031321,"R",99711978,"R",89319343,"R",544338545,"R",5575655,"R",606351668,"R",79631502,"R",64554088,"R",0,"R",756112913,"R",298525849,"R",217455642,"R",200865848,"R",0,"R",16589794,"R",527748751,"R",0,"R",544338545,"R",2691913,"R",665170,"R",183484,"R",0,"R",5797415,"R",68579567,"R",77917549,"R",75225636,"R",0,"R",75225636,"R",127927749,"R",127927749,"Z",0,"Z",0,"R",665170,"R",665170,"Z",0,"Z",0,"R",183484,"R",183484,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1826020,"R",1826020,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",15609744,"R",5341604,"R",6431549,"R",3836591,"R",15609744,"R",5341604,"R",6431549,"R",3836591,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11498034,"R",9440930,"R",2111075,"R",-53971,"Z",0,"Z",0,"R",55623418,"R",55623418,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4122023,"R",4122023,"R",0,"R",0,"R",217455642,"R",205130398,"R",8542624,"R",3782620,"R",0,"R",8042583,"R",-8042583,"Z",0,"R",217455642,"R",213172981,"R",500041,"R",3782620,"R",64039200,"R",35258889,"R",907875,"R",415268,"R",0,"R",0,"R",21449115,"R",9332551,"R",14900748,"R",6745606,"R",40065834,"R",16364831,"R",59503076,"R",11715749,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",200865848,"R",79832894,"R",24023066,"R",19771412,"R",16280107,"R",4700392,"R",56257977, 1,"R",221071443,"R",238528635
217493,"R",344551086,"R",217377438,"R",0,"R",627726174,"R",180218564,"R",148767242,"R",310020795,"R",137486815,"R",58541634,"R",78945181,"R",447507610,"R",11554403,"R",328246262,"R",62192019,"R",15023072,"R",0,"R",417015756,"R",199638318,"R",182562790,"R",147921380,"R",17753,"R",34659163,"R",412848446,"R",1,"R",447507610,"R",1670621,"R",186028,"R",25450,"R",0,"R",1725545,"R",20603647,"R",24211291,"R",22329192,"R",0,"R",22329192,"R",102202339,"R",102202339,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",347079,"R",0,"R",347079,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18585450,"R",2951788,"R",10197950,"R",5435712,"R",15684503,"R",2456018,"R",7792773,"R",5435712,"R",2900947,"R",495770,"R",2405177,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33645659,"R",23752016,"R",9893643,"Z",0,"Z",0,"Z",0,"R",26616115,"R",26616115,"Z",0,"Z",0,"R",1166148,"R",1158648,"R",7500,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",182562790,"R",156680906,"R",20446172,"R",5435712,"R",0,"R",7482592,"R",-7482592,"Z",0,"R",182562790,"R",164163498,"R",12963580,"R",5435712,"R",49633194,"R",28271099,"R",350734,"R",123179,"R",341,"R",0,"R",17497046,"R",12170703,"R",8764538,"R",4743343,"R",31929381,"R",12043974,"R",24545531,"R",4242091,"R",0,"R",0,"R",0,"R",15200615,"R",5141637,"R",0,"R",0,"R",147921380,"R",66736026,"R",18497621,"R",14563514,"R",11090509,"R",4260963,"R",32772747, 1,"R",330224115,"R",351448638
