UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW
100654,1,999,"R",6508,"R",2627,"R",3881,"R",12,"R",2,"R",10,"R",19,"R",9,"R",10,"R",5769,"R",2323,"R",3446,"R",52,"R",27,"R",25,"R",10,"R",4,"R",6,"R",250,"R",111,"R",139,"R",63,"R",20,"R",43,"R",243,"R",86,"R",157,"R",90,"R",45,"R",45
100654,2,  1,"R",5343,"R",2279,"R",3064,"R",10,"R",1,"R",9,"R",10,"R",3,"R",7,"R",4823,"R",2042,"R",2781,"R",48,"R",27,"R",21,"R",9,"R",4,"R",5,"R",138,"R",87,"R",51,"R",58,"R",19,"R",39,"R",194,"R",70,"R",124,"R",53,"R",26,"R",27
100654,4,  3,"R",1165,"R",348,"R",817,"R",2,"R",1,"R",1,"R",9,"R",6,"R",3,"R",946,"R",281,"R",665,"R",4,"R",0,"R",4,"R",1,"R",0,"R",1,"R",112,"R",24,"R",88,"R",5,"R",1,"R",4,"R",49,"R",16,"R",33,"R",37,"R",19,"R",18
100663,1,999,"R",24943,"R",9668,"R",15275,"R",73,"R",29,"R",44,"R",1324,"R",545,"R",779,"R",5536,"R",1707,"R",3829,"R",792,"R",303,"R",489,"R",10,"R",4,"R",6,"R",14801,"R",5902,"R",8899,"R",876,"R",325,"R",551,"R",368,"R",150,"R",218,"R",1163,"R",703,"R",460
100663,2,  1,"R",14445,"R",5883,"R",8562,"R",46,"R",17,"R",29,"R",793,"R",340,"R",453,"R",3866,"R",1263,"R",2603,"R",478,"R",205,"R",273,"R",3,"R",0,"R",3,"R",8136,"R",3519,"R",4617,"R",596,"R",233,"R",363,"R",124,"R",57,"R",67,"R",403,"R",249,"R",154
100663,4,  3,"R",10498,"R",3785,"R",6713,"R",27,"R",12,"R",15,"R",531,"R",205,"R",326,"R",1670,"R",444,"R",1226,"R",314,"R",98,"R",216,"R",7,"R",4,"R",3,"R",6665,"R",2383,"R",4282,"R",280,"R",92,"R",188,"R",244,"R",93,"R",151,"R",760,"R",454,"R",306
100690,1,999,"R",967,"R",369,"R",598,"R",4,"R",3,"R",1,"R",9,"R",5,"R",4,"R",627,"R",166,"R",461,"R",16,"R",11,"R",5,"R",6,"R",3,"R",3,"R",270,"R",166,"R",104,"Z",0,"Z",0,"Z",0,"R",35,"R",15,"R",20,"Z",0,"Z",0,"Z",0
100690,2,  1,"R",440,"R",152,"R",288,"R",2,"R",2,"Z",0,"R",4,"R",2,"R",2,"R",328,"R",95,"R",233,"R",8,"R",5,"R",3,"R",1,"R",1,"Z",0,"R",86,"R",42,"R",44,"Z",0,"Z",0,"Z",0,"R",11,"R",5,"R",6,"Z",0,"Z",0,"Z",0
100690,4,  3,"R",527,"R",217,"R",310,"R",2,"R",1,"R",1,"R",5,"R",3,"R",2,"R",299,"R",71,"R",228,"R",8,"R",6,"R",2,"R",5,"R",2,"R",3,"R",184,"R",124,"R",60,"Z",0,"Z",0,"Z",0,"R",24,"R",10,"R",14,"Z",0,"Z",0,"Z",0
100706,1,999,"R",10588,"R",5859,"R",4729,"R",123,"R",63,"R",60,"R",414,"R",229,"R",185,"R",1118,"R",455,"R",663,"R",447,"R",242,"R",205,"R",8,"R",4,"R",4,"R",7323,"R",4180,"R",3143,"R",237,"R",114,"R",123,"R",374,"R",194,"R",180,"R",544,"R",378,"R",166
100706,2,  1,"R",8145,"R",4612,"R",3533,"R",95,"R",54,"R",41,"R",335,"R",189,"R",146,"R",894,"R",386,"R",508,"R",377,"R",206,"R",171,"R",8,"R",4,"R",4,"R",5767,"R",3390,"R",2377,"R",211,"R",104,"R",107,"R",250,"R",138,"R",112,"R",208,"R",141,"R",67
100706,4,  3,"R",2443,"R",1247,"R",1196,"R",28,"R",9,"R",19,"R",79,"R",40,"R",39,"R",224,"R",69,"R",155,"R",70,"R",36,"R",34,"R",0,"R",0,"R",0,"R",1556,"R",790,"R",766,"R",26,"R",10,"R",16,"R",124,"R",56,"R",68,"R",336,"R",237,"R",99
100724,1,999,"R",5374,"R",2001,"R",3373,"R",6,"R",3,"R",3,"R",27,"R",14,"R",13,"R",4917,"R",1813,"R",3104,"R",53,"R",25,"R",28,"R",3,"R",0,"R",3,"R",193,"R",68,"R",125,"R",55,"R",21,"R",34,"R",53,"R",20,"R",33,"R",67,"R",37,"R",30
100724,2,  1,"R",4732,"R",1826,"R",2906,"R",6,"R",3,"R",3,"R",16,"R",7,"R",9,"R",4429,"R",1692,"R",2737,"R",47,"R",23,"R",24,"R",3,"R",0,"R",3,"R",78,"R",34,"R",44,"R",52,"R",19,"R",33,"R",51,"R",19,"R",32,"R",50,"R",29,"R",21
100724,4,  3,"R",642,"R",175,"R",467,"R",0,"R",0,"R",0,"R",11,"R",7,"R",4,"R",488,"R",121,"R",367,"R",6,"R",2,"R",4,"R",0,"R",0,"R",0,"R",115,"R",34,"R",81,"R",3,"R",2,"R",1,"R",2,"R",1,"R",1,"R",17,"R",8,"R",9
100751,1,999,"R",42568,"R",18645,"R",23923,"R",153,"R",70,"R",83,"R",517,"R",229,"R",288,"R",4779,"R",1641,"R",3138,"R",1899,"R",795,"R",1104,"R",47,"R",16,"R",31,"R",32219,"R",14373,"R",17846,"R",1279,"R",497,"R",782,"R",257,"R",119,"R",138,"R",1418,"R",905,"R",513
100751,2,  1,"R",36237,"R",16057,"R",20180,"R",125,"R",56,"R",69,"R",432,"R",199,"R",233,"R",3915,"R",1424,"R",2491,"R",1687,"R",702,"R",985,"R",38,"R",13,"R",25,"R",27932,"R",12612,"R",15320,"R",1144,"R",450,"R",694,"R",164,"R",79,"R",85,"R",800,"R",522,"R",278
100751,4,  3,"R",6331,"R",2588,"R",3743,"R",28,"R",14,"R",14,"R",85,"R",30,"R",55,"R",864,"R",217,"R",647,"R",212,"R",93,"R",119,"R",9,"R",3,"R",6,"R",4287,"R",1761,"R",2526,"R",135,"R",47,"R",88,"R",93,"R",40,"R",53,"R",618,"R",383,"R",235
100760,1,999,"R",2417,"R",1032,"R",1385,"R",9,"R",2,"R",7,"R",9,"R",2,"R",7,"R",591,"R",184,"R",407,"R",36,"R",21,"R",15,"R",0,"R",0,"R",0,"R",1749,"R",813,"R",936,"R",19,"R",7,"R",12,"R",2,"R",1,"R",1,"R",2,"R",2,"R",0
100760,2,  1,"R",2417,"R",1032,"R",1385,"R",9,"R",2,"R",7,"R",9,"R",2,"R",7,"R",591,"R",184,"R",407,"R",36,"R",21,"R",15,"R",0,"R",0,"R",0,"R",1749,"R",813,"R",936,"R",19,"R",7,"R",12,"R",2,"R",1,"R",1,"R",2,"R",2,"R",0
100812,1,999,"R",4112,"R",1395,"R",2717,"R",64,"R",21,"R",43,"R",33,"R",12,"R",21,"R",614,"R",172,"R",442,"R",107,"R",33,"R",74,"R",5,"R",0,"R",5,"R",3081,"R",1083,"R",1998,"R",82,"R",22,"R",60,"R",124,"R",50,"R",74,"R",2,"R",2,"R",0
100812,2,  1,"R",3947,"R",1316,"R",2631,"R",61,"R",20,"R",41,"R",32,"R",11,"R",21,"R",571,"R",157,"R",414,"R",105,"R",32,"R",73,"R",5,"R",0,"R",5,"R",2972,"R",1025,"R",1947,"R",78,"R",20,"R",58,"R",121,"R",49,"R",72,"R",2,"R",2,"R",0
100812,4,  3,"R",165,"R",79,"R",86,"R",3,"R",1,"R",2,"R",1,"R",1,"R",0,"R",43,"R",15,"R",28,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",109,"R",58,"R",51,"R",4,"R",2,"R",2,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0
100830,1,999,"R",6033,"R",2154,"R",3879,"R",26,"R",12,"R",14,"R",156,"R",71,"R",85,"R",2203,"R",603,"R",1600,"R",76,"R",33,"R",43,"R",5,"R",3,"R",2,"R",2942,"R",1124,"R",1818,"R",175,"R",59,"R",116,"R",110,"R",37,"R",73,"R",340,"R",212,"R",128
100830,2,  1,"R",5246,"R",1895,"R",3351,"R",24,"R",12,"R",12,"R",144,"R",68,"R",76,"R",1949,"R",532,"R",1417,"R",68,"R",29,"R",39,"R",5,"R",3,"R",2,"R",2577,"R",1002,"R",1575,"R",173,"R",58,"R",115,"R",39,"R",19,"R",20,"R",267,"R",172,"R",95
100830,4,  3,"R",787,"R",259,"R",528,"R",2,"R",0,"R",2,"R",12,"R",3,"R",9,"R",254,"R",71,"R",183,"R",8,"R",4,"R",4,"R",0,"R",0,"R",0,"R",365,"R",122,"R",243,"R",2,"R",1,"R",1,"R",71,"R",18,"R",53,"R",73,"R",40,"R",33
100858,1,999,"R",31845,"R",16204,"R",15641,"R",121,"R",62,"R",59,"R",743,"R",395,"R",348,"R",2117,"R",985,"R",1132,"R",1060,"R",496,"R",564,"R",18,"R",8,"R",10,"R",24053,"R",11882,"R",12171,"R",534,"R",258,"R",276,"R",143,"R",85,"R",58,"R",3056,"R",2033,"R",1023
100858,2,  1,"R",25195,"R",13085,"R",12110,"R",105,"R",53,"R",52,"R",597,"R",332,"R",265,"R",1608,"R",798,"R",810,"R",837,"R",391,"R",446,"R",11,"R",7,"R",4,"R",19848,"R",10063,"R",9785,"R",450,"R",225,"R",225,"R",111,"R",65,"R",46,"R",1628,"R",1151,"R",477
100858,4,  3,"R",6650,"R",3119,"R",3531,"R",16,"R",9,"R",7,"R",146,"R",63,"R",83,"R",509,"R",187,"R",322,"R",223,"R",105,"R",118,"R",7,"R",1,"R",6,"R",4205,"R",1819,"R",2386,"R",84,"R",33,"R",51,"R",32,"R",20,"R",12,"R",1428,"R",882,"R",546
100937,1,999,"R",1316,"R",639,"R",677,"R",7,"R",2,"R",5,"R",71,"R",33,"R",38,"R",159,"R",87,"R",72,"R",24,"R",11,"R",13,"R",0,"R",0,"R",0,"R",1026,"R",491,"R",535,"R",15,"R",7,"R",8,"R",2,"R",1,"R",1,"R",12,"R",7,"R",5
100937,2,  1,"R",1316,"R",639,"R",677,"R",7,"R",2,"R",5,"R",71,"R",33,"R",38,"R",159,"R",87,"R",72,"R",24,"R",11,"R",13,"R",0,"R",0,"R",0,"R",1026,"R",491,"R",535,"R",15,"R",7,"R",8,"R",2,"R",1,"R",1,"R",12,"R",7,"R",5
101028,1,999,"R",2020,"R",807,"R",1213,"R",6,"R",4,"R",2,"R",26,"R",9,"R",17,"R",844,"R",293,"R",551,"R",118,"R",49,"R",69,"R",3,"R",2,"R",1,"R",942,"R",413,"R",529,"R",63,"R",30,"R",33,"R",18,"R",7,"R",11,"R",0,"R",0,"R",0
101028,2,  1,"R",2020,"R",807,"R",1213,"R",6,"R",4,"R",2,"R",26,"R",9,"R",17,"R",844,"R",293,"R",551,"R",118,"R",49,"R",69,"R",3,"R",2,"R",1,"R",942,"R",413,"R",529,"R",63,"R",30,"R",33,"R",18,"R",7,"R",11,"R",0,"R",0,"R",0
101116,1,999,"R",686,"R",181,"R",505,"R",3,"R",1,"R",2,"R",7,"R",4,"R",3,"R",473,"R",121,"R",352,"R",14,"R",4,"R",10,"R",3,"R",1,"R",2,"R",170,"R",49,"R",121,"R",2,"R",0,"R",2,"R",14,"R",1,"R",13,"R",0,"R",0,"R",0
101116,2,  1,"R",561,"R",145,"R",416,"R",1,"R",1,"R",0,"R",7,"R",4,"R",3,"R",367,"R",90,"R",277,"R",14,"R",4,"R",10,"R",3,"R",1,"R",2,"R",153,"R",44,"R",109,"R",2,"R",0,"R",2,"R",14,"R",1,"R",13,"R",0,"R",0,"R",0
101116,4,  3,"R",125,"R",36,"R",89,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",106,"R",31,"R",75,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17,"R",5,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101143,1,999,"R",2461,"R",1272,"R",1189,"R",20,"R",9,"R",11,"R",34,"R",25,"R",9,"R",511,"R",234,"R",277,"R",125,"R",69,"R",56,"R",10,"R",5,"R",5,"R",1684,"R",892,"R",792,"R",62,"R",28,"R",34,"R",15,"R",10,"R",5,"R",0,"R",0,"R",0
101143,2,  1,"R",2461,"R",1272,"R",1189,"R",20,"R",9,"R",11,"R",34,"R",25,"R",9,"R",511,"R",234,"R",277,"R",125,"R",69,"R",56,"R",10,"R",5,"R",5,"R",1684,"R",892,"R",792,"R",62,"R",28,"R",34,"R",15,"R",10,"R",5,"R",0,"R",0,"R",0
101161,1,999,"R",8415,"R",3544,"R",4871,"R",171,"R",67,"R",104,"R",106,"R",48,"R",58,"R",1950,"R",822,"R",1128,"R",245,"R",104,"R",141,"R",6,"R",0,"R",6,"R",5630,"R",2322,"R",3308,"R",174,"R",66,"R",108,"R",127,"R",112,"R",15,"R",6,"R",3,"R",3
101161,2,  1,"R",8415,"R",3544,"R",4871,"R",171,"R",67,"R",104,"R",106,"R",48,"R",58,"R",1950,"R",822,"R",1128,"R",245,"R",104,"R",141,"R",6,"R",0,"R",6,"R",5630,"R",2322,"R",3308,"R",174,"R",66,"R",108,"R",127,"R",112,"R",15,"R",6,"R",3,"R",3
101189,1,999,"R",4136,"R",1636,"R",2500,"R",17,"R",9,"R",8,"R",22,"R",9,"R",13,"R",1817,"R",495,"R",1322,"R",80,"R",46,"R",34,"R",11,"R",5,"R",6,"R",1954,"R",943,"R",1011,"R",71,"R",26,"R",45,"R",94,"R",46,"R",48,"R",70,"R",57,"R",13
101189,2,  1,"R",3250,"R",1261,"R",1989,"R",6,"R",2,"R",4,"R",16,"R",7,"R",9,"R",1478,"R",408,"R",1070,"R",54,"R",33,"R",21,"R",10,"R",5,"R",5,"R",1489,"R",695,"R",794,"R",64,"R",23,"R",41,"R",69,"R",34,"R",35,"R",64,"R",54,"R",10
101189,4,  3,"R",886,"R",375,"R",511,"R",11,"R",7,"R",4,"R",6,"R",2,"R",4,"R",339,"R",87,"R",252,"R",26,"R",13,"R",13,"R",1,"R",0,"R",1,"R",465,"R",248,"R",217,"R",7,"R",3,"R",4,"R",25,"R",12,"R",13,"R",6,"R",3,"R",3
101240,1,999,"R",6790,"R",2828,"R",3962,"R",37,"R",12,"R",25,"R",47,"R",23,"R",24,"R",1317,"R",507,"R",810,"R",248,"R",102,"R",146,"R",7,"R",4,"R",3,"R",4799,"R",2022,"R",2777,"R",159,"R",65,"R",94,"R",15,"R",11,"R",4,"R",161,"R",82,"R",79
101240,2,  1,"R",6790,"R",2828,"R",3962,"R",37,"R",12,"R",25,"R",47,"R",23,"R",24,"R",1317,"R",507,"R",810,"R",248,"R",102,"R",146,"R",7,"R",4,"R",3,"R",4799,"R",2022,"R",2777,"R",159,"R",65,"R",94,"R",15,"R",11,"R",4,"R",161,"R",82,"R",79
101277,1,999,"R",137,"R",3,"R",134,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",8,"R",14,"R",1,"R",13,"Z",0,"Z",0,"Z",0,"R",115,"R",2,"R",113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101277,2,  1,"R",137,"R",3,"R",134,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",8,"R",14,"R",1,"R",13,"Z",0,"Z",0,"Z",0,"R",115,"R",2,"R",113,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101286,1,999,"R",6237,"R",2260,"R",3977,"R",27,"R",10,"R",17,"R",53,"R",23,"R",30,"R",1728,"R",518,"R",1210,"R",177,"R",57,"R",120,"R",6,"R",2,"R",4,"R",4107,"R",1606,"R",2501,"R",119,"R",41,"R",78,"R",18,"R",3,"R",15,"R",2,"R",0,"R",2
101286,2,  1,"R",6237,"R",2260,"R",3977,"R",27,"R",10,"R",17,"R",53,"R",23,"R",30,"R",1728,"R",518,"R",1210,"R",177,"R",57,"R",120,"R",6,"R",2,"R",4,"R",4107,"R",1606,"R",2501,"R",119,"R",41,"R",78,"R",18,"R",3,"R",15,"R",2,"R",0,"R",2
101295,1,999,"R",7300,"R",2707,"R",4593,"R",70,"R",25,"R",45,"R",40,"R",12,"R",28,"R",431,"R",141,"R",290,"R",323,"R",129,"R",194,"R",1,"R",0,"R",1,"R",6157,"R",2284,"R",3873,"R",30,"R",13,"R",17,"R",176,"R",69,"R",107,"R",72,"R",34,"R",38
101295,2,  1,"R",7300,"R",2707,"R",4593,"R",70,"R",25,"R",45,"R",40,"R",12,"R",28,"R",431,"R",141,"R",290,"R",323,"R",129,"R",194,"R",1,"R",0,"R",1,"R",6157,"R",2284,"R",3873,"R",30,"R",13,"R",17,"R",176,"R",69,"R",107,"R",72,"R",34,"R",38
101301,1,999,"R",2486,"R",924,"R",1562,"R",4,"R",2,"R",2,"R",12,"R",8,"R",4,"R",1589,"R",552,"R",1037,"R",19,"R",8,"R",11,"R",0,"R",0,"R",0,"R",793,"R",320,"R",473,"R",24,"R",10,"R",14,"R",24,"R",7,"R",17,"R",21,"R",17,"R",4
101301,2,  1,"R",2486,"R",924,"R",1562,"R",4,"R",2,"R",2,"R",12,"R",8,"R",4,"R",1589,"R",552,"R",1037,"R",19,"R",8,"R",11,"R",0,"R",0,"R",0,"R",793,"R",320,"R",473,"R",24,"R",10,"R",14,"R",24,"R",7,"R",17,"R",21,"R",17,"R",4
101365,1,999,"R",1045,"R",271,"R",774,"R",4,"Z",0,"R",4,"R",3,"Z",0,"R",3,"R",643,"R",72,"R",571,"R",23,"R",4,"R",19,"Z",0,"Z",0,"Z",0,"R",308,"R",175,"R",133,"R",23,"R",7,"R",16,"R",41,"R",13,"R",28,"Z",0,"Z",0,"Z",0
101365,2,  1,"R",1019,"R",262,"R",757,"R",4,"Z",0,"R",4,"R",3,"Z",0,"R",3,"R",623,"R",67,"R",556,"R",23,"R",4,"R",19,"Z",0,"Z",0,"Z",0,"R",305,"R",172,"R",133,"R",22,"R",7,"R",15,"R",39,"R",12,"R",27,"Z",0,"Z",0,"Z",0
101365,4,  3,"R",26,"R",9,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",5,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",3,"Z",0,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
101435,1,999,"R",1249,"R",601,"R",648,"R",10,"R",3,"R",7,"R",11,"R",5,"R",6,"R",270,"R",123,"R",147,"R",66,"R",33,"R",33,"R",3,"R",2,"R",1,"R",780,"R",386,"R",394,"R",59,"R",30,"R",29,"R",49,"R",18,"R",31,"R",1,"R",1,"R",0
101435,2,  1,"R",1249,"R",601,"R",648,"R",10,"R",3,"R",7,"R",11,"R",5,"R",6,"R",270,"R",123,"R",147,"R",66,"R",33,"R",33,"R",3,"R",2,"R",1,"R",780,"R",386,"R",394,"R",59,"R",30,"R",29,"R",49,"R",18,"R",31,"R",1,"R",1,"R",0
101453,1,999,"R",105,"R",101,"R",4,"R",2,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",6,"R",6,"Z",0,"R",4,"R",3,"R",1,"Z",0,"Z",0,"Z",0,"R",84,"R",81,"R",3,"R",4,"R",4,"Z",0,"R",1,"R",1,"Z",0,"R",3,"R",3,"Z",0
101453,2,  1,"R",66,"R",63,"R",3,"R",0,"R",0,"Z",0,"R",1,"R",1,"Z",0,"R",5,"R",5,"Z",0,"R",3,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",52,"R",50,"R",2,"R",3,"R",3,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0
101453,4,  3,"R",39,"R",38,"R",1,"R",2,"R",2,"Z",0,"R",0,"R",0,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",32,"R",31,"R",1,"R",1,"R",1,"Z",0,"R",0,"R",0,"Z",0,"R",2,"R",2,"Z",0
101462,1,999,"R",1088,"R",529,"R",559,"R",13,"R",10,"R",3,"R",7,"R",5,"R",2,"R",599,"R",222,"R",377,"R",26,"R",13,"R",13,"R",0,"R",0,"R",0,"R",370,"R",240,"R",130,"R",44,"R",22,"R",22,"R",4,"R",3,"R",1,"R",25,"R",14,"R",11
101462,2,  1,"R",1088,"R",529,"R",559,"R",13,"R",10,"R",3,"R",7,"R",5,"R",2,"R",599,"R",222,"R",377,"R",26,"R",13,"R",13,"R",0,"R",0,"R",0,"R",370,"R",240,"R",130,"R",44,"R",22,"R",22,"R",4,"R",3,"R",1,"R",25,"R",14,"R",11
101471,1,999,"R",833,"R",631,"R",202,"R",8,"R",5,"R",3,"R",1,"R",1,"R",0,"R",463,"R",413,"R",50,"R",10,"R",8,"R",2,"R",0,"R",0,"R",0,"R",351,"R",204,"R",147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101471,2,  1,"R",833,"R",631,"R",202,"R",8,"R",5,"R",3,"R",1,"R",1,"R",0,"R",463,"R",413,"R",50,"R",10,"R",8,"R",2,"R",0,"R",0,"R",0,"R",351,"R",204,"R",147,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
101480,1,999,"R",10179,"R",4215,"R",5964,"R",74,"R",29,"R",45,"R",70,"R",27,"R",43,"R",2019,"R",786,"R",1233,"R",84,"R",41,"R",43,"R",12,"R",5,"R",7,"R",7149,"R",2936,"R",4213,"R",0,"R",0,"R",0,"R",549,"R",282,"R",267,"R",222,"R",109,"R",113
101480,2,  1,"R",8735,"R",3704,"R",5031,"R",57,"R",25,"R",32,"R",65,"R",25,"R",40,"R",1683,"R",682,"R",1001,"R",74,"R",38,"R",36,"R",10,"R",5,"R",5,"R",6164,"R",2575,"R",3589,"R",0,"R",0,"R",0,"R",511,"R",267,"R",244,"R",171,"R",87,"R",84
101480,4,  3,"R",1444,"R",511,"R",933,"R",17,"R",4,"R",13,"R",5,"R",2,"R",3,"R",336,"R",104,"R",232,"R",10,"R",3,"R",7,"R",2,"R",0,"R",2,"R",985,"R",361,"R",624,"R",0,"R",0,"R",0,"R",38,"R",15,"R",23,"R",51,"R",22,"R",29
101505,1,999,"R",13608,"R",5371,"R",8237,"R",44,"R",14,"R",30,"R",244,"R",114,"R",130,"R",2941,"R",947,"R",1994,"R",529,"R",202,"R",327,"R",8,"R",2,"R",6,"R",9057,"R",3774,"R",5283,"R",427,"R",158,"R",269,"R",117,"R",49,"R",68,"R",241,"R",111,"R",130
101505,2,  1,"R",13608,"R",5371,"R",8237,"R",44,"R",14,"R",30,"R",244,"R",114,"R",130,"R",2941,"R",947,"R",1994,"R",529,"R",202,"R",327,"R",8,"R",2,"R",6,"R",9057,"R",3774,"R",5283,"R",427,"R",158,"R",269,"R",117,"R",49,"R",68,"R",241,"R",111,"R",130
101514,1,999,"R",15261,"R",7224,"R",8037,"R",184,"R",83,"R",101,"R",376,"R",163,"R",213,"R",2602,"R",1127,"R",1475,"R",765,"R",325,"R",440,"R",6,"R",4,"R",2,"R",10391,"R",5110,"R",5281,"R",633,"R",255,"R",378,"R",169,"R",90,"R",79,"R",135,"R",67,"R",68
101514,2,  1,"R",15261,"R",7224,"R",8037,"R",184,"R",83,"R",101,"R",376,"R",163,"R",213,"R",2602,"R",1127,"R",1475,"R",765,"R",325,"R",440,"R",6,"R",4,"R",2,"R",10391,"R",5110,"R",5281,"R",633,"R",255,"R",378,"R",169,"R",90,"R",79,"R",135,"R",67,"R",68
101541,1,999,"R",397,"R",8,"R",389,"R",3,"R",1,"R",2,"R",6,"R",3,"R",3,"R",64,"R",2,"R",62,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",240,"R",1,"R",239,"R",2,"Z",0,"R",2,"R",71,"R",1,"R",70,"Z",0,"Z",0,"Z",0
101541,2,  1,"R",397,"R",8,"R",389,"R",3,"R",1,"R",2,"R",6,"R",3,"R",3,"R",64,"R",2,"R",62,"R",11,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",240,"R",1,"R",239,"R",2,"Z",0,"R",2,"R",71,"R",1,"R",70,"Z",0,"Z",0,"Z",0
101569,1,999,"R",4736,"R",1910,"R",2826,"R",13,"R",6,"R",7,"R",32,"R",16,"R",16,"R",3807,"R",1367,"R",2440,"R",84,"R",43,"R",41,"R",2,"R",0,"R",2,"R",719,"R",438,"R",281,"R",52,"R",22,"R",30,"R",11,"R",5,"R",6,"R",16,"R",13,"R",3
101569,2,  1,"R",4736,"R",1910,"R",2826,"R",13,"R",6,"R",7,"R",32,"R",16,"R",16,"R",3807,"R",1367,"R",2440,"R",84,"R",43,"R",41,"R",2,"R",0,"R",2,"R",719,"R",438,"R",281,"R",52,"R",22,"R",30,"R",11,"R",5,"R",6,"R",16,"R",13,"R",3
101587,1,999,"R",6734,"R",1861,"R",4873,"R",35,"R",11,"R",24,"R",12,"R",6,"R",6,"R",2520,"R",674,"R",1846,"R",81,"R",35,"R",46,"R",2,"R",0,"R",2,"R",3489,"R",924,"R",2565,"R",124,"R",39,"R",85,"R",323,"R",93,"R",230,"R",148,"R",79,"R",69
101587,2,  1,"R",2516,"R",1083,"R",1433,"R",9,"R",5,"R",4,"R",5,"R",3,"R",2,"R",1123,"R",438,"R",685,"R",49,"R",26,"R",23,"R",1,"R",0,"R",1,"R",1069,"R",482,"R",587,"R",69,"R",28,"R",41,"R",88,"R",41,"R",47,"R",103,"R",60,"R",43
101587,4,  3,"R",4218,"R",778,"R",3440,"R",26,"R",6,"R",20,"R",7,"R",3,"R",4,"R",1397,"R",236,"R",1161,"R",32,"R",9,"R",23,"R",1,"R",0,"R",1,"R",2420,"R",442,"R",1978,"R",55,"R",11,"R",44,"R",235,"R",52,"R",183,"R",45,"R",19,"R",26
101602,1,999,"R",2392,"R",988,"R",1404,"R",18,"R",9,"R",9,"R",13,"R",3,"R",10,"R",497,"R",161,"R",336,"R",44,"R",30,"R",14,"R",1,"R",1,"R",0,"R",1757,"R",761,"R",996,"R",48,"R",19,"R",29,"R",9,"R",2,"R",7,"R",5,"R",2,"R",3
101602,2,  1,"R",2392,"R",988,"R",1404,"R",18,"R",9,"R",9,"R",13,"R",3,"R",10,"R",497,"R",161,"R",336,"R",44,"R",30,"R",14,"R",1,"R",1,"R",0,"R",1757,"R",761,"R",996,"R",48,"R",19,"R",29,"R",9,"R",2,"R",7,"R",5,"R",2,"R",3
101648,1,999,"R",459,"R",352,"R",107,"R",7,"R",4,"R",3,"R",14,"R",8,"R",6,"R",78,"R",59,"R",19,"R",30,"R",22,"R",8,"R",3,"R",1,"R",2,"R",299,"R",240,"R",59,"R",28,"R",18,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
