UNITID,EFFYLEV,LSTUDY,XEYTOTLT,EFYTOTLT,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEFYAIAT,EFYAIANT,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIT,EFYASIAT,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAT,EFYBKAAT,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYHIST,EFYHISPT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYNHPT,EFYNHPIT,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIT,EFYWHITT,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOT,EFY2MORT,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEYUNKNT,EFYUNKNT,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYNRALT,EFYNRALT,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW
440031,4,  3,"R",676,"R",282,"R",394,"R",4,"R",3,"R",1,"R",237,"R",110,"R",127,"R",38,"R",21,"R",17,"R",63,"R",32,"R",31,"R",5,"R",2,"R",3,"R",131,"R",49,"R",82,"R",20,"R",10,"R",10,"R",23,"R",8,"R",15,"R",155,"R",47,"R",108
440059,1,999,"R",1371,"R",1276,"R",95,"R",5,"R",4,"R",1,"R",68,"R",63,"R",5,"R",700,"R",651,"R",49,"R",161,"R",149,"R",12,"R",1,"R",1,"Z",0,"R",316,"R",291,"R",25,"R",97,"R",94,"R",3,"R",7,"R",7,"R",0,"R",16,"R",16,"Z",0
440059,2,  1,"R",1371,"R",1276,"R",95,"R",5,"R",4,"R",1,"R",68,"R",63,"R",5,"R",700,"R",651,"R",49,"R",161,"R",149,"R",12,"R",1,"R",1,"Z",0,"R",316,"R",291,"R",25,"R",97,"R",94,"R",3,"R",7,"R",7,"R",0,"R",16,"R",16,"Z",0
440101,1,999,"R",245,"R",13,"R",232,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",169,"R",10,"R",159,"R",27,"R",1,"R",26,"R",0,"R",0,"R",0,"R",26,"R",1,"R",25,"R",4,"R",0,"R",4,"R",18,"R",1,"R",17,"R",0,"R",0,"R",0
440101,2,  1,"R",245,"R",13,"R",232,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",169,"R",10,"R",159,"R",27,"R",1,"R",26,"R",0,"R",0,"R",0,"R",26,"R",1,"R",25,"R",4,"R",0,"R",4,"R",18,"R",1,"R",17,"R",0,"R",0,"R",0
440174,1,999,"R",101,"R",7,"R",94,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",34,"R",1,"R",33,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",65,"R",6,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440174,2,  1,"R",101,"R",7,"R",94,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",34,"R",1,"R",33,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",65,"R",6,"R",59,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440217,1,999,"R",37,"R",3,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",3,"R",32,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440217,2,  1,"R",37,"R",3,"R",34,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",3,"R",32,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440226,1,999,"R",110,"R",7,"R",103,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",10,"R",1,"R",9,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",93,"R",6,"R",87,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0
440226,2,  1,"R",110,"R",7,"R",103,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",10,"R",1,"R",9,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",93,"R",6,"R",87,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0
440262,1,999,"R",595,"R",571,"R",24,"R",10,"R",9,"R",1,"R",29,"R",28,"R",1,"R",247,"R",238,"R",9,"R",148,"R",141,"R",7,"R",1,"R",1,"R",0,"R",38,"R",36,"R",2,"R",8,"R",7,"R",1,"R",114,"R",111,"R",3,"R",0,"R",0,"R",0
440262,2,  1,"R",595,"R",571,"R",24,"R",10,"R",9,"R",1,"R",29,"R",28,"R",1,"R",247,"R",238,"R",9,"R",148,"R",141,"R",7,"R",1,"R",1,"R",0,"R",38,"R",36,"R",2,"R",8,"R",7,"R",1,"R",114,"R",111,"R",3,"R",0,"R",0,"R",0
440271,1,999,"R",83,"R",63,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",49,"R",18,"R",1,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"R",8,"R",7,"R",1,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0
440271,2,  1,"R",83,"R",63,"R",20,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",67,"R",49,"R",18,"R",1,"R",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"R",7,"Z",0,"R",8,"R",7,"R",1,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0
440323,1,999,"R",334,"R",24,"R",310,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",3,"R",156,"R",16,"R",140,"R",36,"R",2,"R",34,"Z",0,"Z",0,"Z",0,"R",84,"R",4,"R",80,"R",42,"R",1,"R",41,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0
440323,2,  1,"R",334,"R",24,"R",310,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",3,"R",156,"R",16,"R",140,"R",36,"R",2,"R",34,"Z",0,"Z",0,"Z",0,"R",84,"R",4,"R",80,"R",42,"R",1,"R",41,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0
440332,1,999,"R",362,"R",80,"R",282,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",350,"R",76,"R",274,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",5,"R",2,"R",3,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
440332,2,  1,"R",362,"R",80,"R",282,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",350,"R",76,"R",274,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",3,"R",5,"R",2,"R",3,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0
440341,1,999,"R",675,"R",400,"R",275,"R",8,"R",4,"R",4,"R",18,"R",13,"R",5,"R",354,"R",200,"R",154,"R",100,"R",71,"R",29,"R",7,"R",3,"R",4,"R",130,"R",77,"R",53,"R",6,"R",3,"R",3,"R",37,"R",24,"R",13,"R",15,"R",5,"R",10
440341,2,  1,"R",675,"R",400,"R",275,"R",8,"R",4,"R",4,"R",18,"R",13,"R",5,"R",354,"R",200,"R",154,"R",100,"R",71,"R",29,"R",7,"R",3,"R",4,"R",130,"R",77,"R",53,"R",6,"R",3,"R",3,"R",37,"R",24,"R",13,"R",15,"R",5,"R",10
440396,1,999,"R",215,"R",103,"R",112,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",46,"R",24,"R",22,"R",2,"R",2,"R",0,"R",152,"R",68,"R",84,"R",9,"R",7,"R",2
440396,2,  1,"R",151,"R",74,"R",77,"R",1,"R",0,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"R",1,"R",0,"R",0,"R",0,"R",40,"R",20,"R",20,"R",1,"R",1,"R",0,"R",97,"R",44,"R",53,"R",9,"R",7,"R",2
440396,4,  3,"R",64,"R",29,"R",35,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",6,"R",4,"R",2,"R",1,"R",1,"R",0,"R",55,"R",24,"R",31,"R",0,"R",0,"R",0
440402,1,999,"R",4794,"R",2023,"R",2771,"R",21,"R",13,"R",8,"R",38,"R",25,"R",13,"R",670,"R",245,"R",425,"R",169,"R",74,"R",95,"R",2,"R",2,"R",0,"R",3605,"R",1508,"R",2097,"R",73,"R",27,"R",46,"R",196,"R",113,"R",83,"R",20,"R",16,"R",4
440402,2,  1,"R",4794,"R",2023,"R",2771,"R",21,"R",13,"R",8,"R",38,"R",25,"R",13,"R",670,"R",245,"R",425,"R",169,"R",74,"R",95,"R",2,"R",2,"R",0,"R",3605,"R",1508,"R",2097,"R",73,"R",27,"R",46,"R",196,"R",113,"R",83,"R",20,"R",16,"R",4
440411,1,999,"R",86,"R",35,"R",51,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"R",64,"R",28,"R",36,"Z",0,"Z",0,"Z",0,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0
440411,2,  1,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440411,4,  3,"R",85,"R",34,"R",51,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"R",2,"R",1,"R",1,"R",7,"R",2,"R",5,"Z",0,"Z",0,"Z",0,"R",63,"R",27,"R",36,"Z",0,"Z",0,"Z",0,"R",9,"R",3,"R",6,"Z",0,"Z",0,"Z",0
440420,1,999,"R",29,"R",22,"R",7,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"R",3,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",10,"R",2,"R",2,"R",2,"Z",0,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0
440420,2,  1,"R",29,"R",22,"R",7,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",3,"R",3,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",10,"R",2,"R",2,"R",2,"Z",0,"R",6,"R",4,"R",2,"Z",0,"Z",0,"Z",0
440651,1,999,"R",1275,"R",343,"R",932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1275,"R",343,"R",932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
440651,2,  1,"R",1275,"R",343,"R",932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1275,"R",343,"R",932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
440730,1,999,"R",766,"R",382,"R",384,"R",5,"R",4,"R",1,"R",19,"R",8,"R",11,"R",116,"R",38,"R",78,"R",21,"R",12,"R",9,"R",1,"Z",0,"R",1,"R",589,"R",314,"R",275,"R",15,"R",6,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440730,2,  1,"R",766,"R",382,"R",384,"R",5,"R",4,"R",1,"R",19,"R",8,"R",11,"R",116,"R",38,"R",78,"R",21,"R",12,"R",9,"R",1,"Z",0,"R",1,"R",589,"R",314,"R",275,"R",15,"R",6,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440749,1,999,"R",374,"R",283,"R",91,"R",5,"R",2,"R",3,"R",13,"R",11,"R",2,"R",50,"R",34,"R",16,"R",30,"R",22,"R",8,"R",6,"R",4,"R",2,"R",249,"R",195,"R",54,"R",0,"R",0,"R",0,"R",21,"R",15,"R",6,"R",0,"R",0,"R",0
440749,2,  1,"R",374,"R",283,"R",91,"R",5,"R",2,"R",3,"R",13,"R",11,"R",2,"R",50,"R",34,"R",16,"R",30,"R",22,"R",8,"R",6,"R",4,"R",2,"R",249,"R",195,"R",54,"R",0,"R",0,"R",0,"R",21,"R",15,"R",6,"R",0,"R",0,"R",0
440758,1,999,"R",53,"R",26,"R",27,"R",7,"R",2,"R",5,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0,"R",18,"R",9,"R",9,"R",0,"R",0,"R",0,"R",20,"R",11,"R",9,"R",1,"R",0,"R",1,"R",4,"R",1,"R",3,"R",0,"Z",0,"R",0
440758,2,  1,"R",53,"R",26,"R",27,"R",7,"R",2,"R",5,"R",0,"R",0,"R",0,"R",3,"R",3,"R",0,"R",18,"R",9,"R",9,"R",0,"R",0,"R",0,"R",20,"R",11,"R",9,"R",1,"R",0,"R",1,"R",4,"R",1,"R",3,"R",0,"Z",0,"R",0
440767,1,999,"R",25,"R",2,"R",23,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",9,"R",1,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",1,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
440767,2,  1,"R",25,"R",2,"R",23,"R",1,"R",0,"R",1,"R",1,"R",0,"R",1,"R",9,"R",1,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14,"R",1,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
440776,1,999,"R",27,"R",5,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",21,"R",3,"R",18,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440776,2,  1,"R",27,"R",5,"R",22,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",21,"R",3,"R",18,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440794,1,999,"R",673,"R",215,"R",458,"R",1,"R",0,"R",1,"R",11,"R",6,"R",5,"R",237,"R",68,"R",169,"R",266,"R",65,"R",201,"R",0,"R",0,"R",0,"R",96,"R",47,"R",49,"R",19,"R",4,"R",15,"R",10,"R",3,"R",7,"R",33,"R",22,"R",11
440794,2,  1,"R",613,"R",206,"R",407,"R",1,"R",0,"R",1,"R",11,"R",6,"R",5,"R",201,"R",65,"R",136,"R",249,"R",62,"R",187,"R",0,"R",0,"R",0,"R",91,"R",44,"R",47,"R",17,"R",4,"R",13,"R",10,"R",3,"R",7,"R",33,"R",22,"R",11
440794,4,  3,"R",60,"R",9,"R",51,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36,"R",3,"R",33,"R",17,"R",3,"R",14,"R",0,"R",0,"R",0,"R",5,"R",3,"R",2,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
440819,1,999,"R",110,"R",55,"R",55,"Z",0,"Z",0,"Z",0,"R",23,"R",12,"R",11,"R",3,"R",3,"Z",0,"R",11,"R",3,"R",8,"R",1,"R",1,"Z",0,"R",39,"R",21,"R",18,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",31,"R",14,"R",17
440819,2,  1,"R",110,"R",55,"R",55,"Z",0,"Z",0,"Z",0,"R",23,"R",12,"R",11,"R",3,"R",3,"Z",0,"R",11,"R",3,"R",8,"R",1,"R",1,"Z",0,"R",39,"R",21,"R",18,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"R",31,"R",14,"R",17
440828,1,999,"R",1556,"R",671,"R",885,"R",16,"R",5,"R",11,"R",23,"R",12,"R",11,"R",13,"R",7,"R",6,"R",105,"R",44,"R",61,"R",0,"R",0,"R",0,"R",1187,"R",505,"R",682,"R",95,"R",40,"R",55,"R",101,"R",48,"R",53,"R",16,"R",10,"R",6
440828,2,  1,"R",1213,"R",594,"R",619,"R",15,"R",5,"R",10,"R",19,"R",11,"R",8,"R",12,"R",6,"R",6,"R",94,"R",43,"R",51,"R",0,"R",0,"R",0,"R",919,"R",444,"R",475,"R",79,"R",40,"R",39,"R",59,"R",35,"R",24,"R",16,"R",10,"R",6
440828,4,  3,"R",343,"R",77,"R",266,"R",1,"R",0,"R",1,"R",4,"R",1,"R",3,"R",1,"R",1,"R",0,"R",11,"R",1,"R",10,"R",0,"R",0,"R",0,"R",268,"R",61,"R",207,"R",16,"R",0,"R",16,"R",42,"R",13,"R",29,"R",0,"R",0,"R",0
440855,1,999,"R",139,"R",2,"R",137,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",23,"Z",0,"R",23,"R",70,"R",2,"R",68,"Z",0,"Z",0,"Z",0,"R",40,"Z",0,"R",40,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440855,2,  1,"R",139,"R",2,"R",137,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",23,"Z",0,"R",23,"R",70,"R",2,"R",68,"Z",0,"Z",0,"Z",0,"R",40,"Z",0,"R",40,"R",4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
440873,1,999,"R",939,"R",532,"R",407,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",899,"R",508,"R",391,"R",10,"R",6,"R",4,"R",0,"R",0,"R",0,"R",21,"R",13,"R",8,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
440873,2,  1,"R",939,"R",532,"R",407,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",899,"R",508,"R",391,"R",10,"R",6,"R",4,"R",0,"R",0,"R",0,"R",21,"R",13,"R",8,"R",3,"R",2,"R",1,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0
440882,1,999,"R",145,"R",104,"R",41,"R",4,"R",4,"Z",0,"R",2,"R",2,"Z",0,"R",35,"R",27,"R",8,"R",8,"R",5,"R",3,"Z",0,"Z",0,"Z",0,"R",64,"R",43,"R",21,"R",4,"R",4,"Z",0,"R",28,"R",19,"R",9,"Z",0,"Z",0,"Z",0
440882,2,  1,"R",145,"R",104,"R",41,"R",4,"R",4,"Z",0,"R",2,"R",2,"Z",0,"R",35,"R",27,"R",8,"R",8,"R",5,"R",3,"Z",0,"Z",0,"Z",0,"R",64,"R",43,"R",21,"R",4,"R",4,"Z",0,"R",28,"R",19,"R",9,"Z",0,"Z",0,"Z",0
440916,1,999,"R",601,"R",269,"R",332,"R",1,"R",0,"R",1,"R",7,"R",1,"R",6,"R",338,"R",109,"R",229,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",209,"R",139,"R",70,"R",28,"R",12,"R",16,"R",7,"R",4,"R",3,"R",0,"R",0,"R",0
440916,4,  3,"R",601,"R",269,"R",332,"R",1,"R",0,"R",1,"R",7,"R",1,"R",6,"R",338,"R",109,"R",229,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",209,"R",139,"R",70,"R",28,"R",12,"R",16,"R",7,"R",4,"R",3,"R",0,"R",0,"R",0
440989,1,999,"R",923,"R",775,"R",148,"R",0,"R",0,"R",0,"R",6,"R",6,"R",0,"R",695,"R",587,"R",108,"R",191,"R",160,"R",31,"R",0,"R",0,"R",0,"R",30,"R",21,"R",9,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
440989,2,  1,"R",923,"R",775,"R",148,"R",0,"R",0,"R",0,"R",6,"R",6,"R",0,"R",695,"R",587,"R",108,"R",191,"R",160,"R",31,"R",0,"R",0,"R",0,"R",30,"R",21,"R",9,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
441025,1,999,"R",1245,"R",282,"R",963,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",880,"R",187,"R",693,"R",24,"R",5,"R",19,"Z",0,"Z",0,"Z",0,"R",275,"R",75,"R",200,"R",13,"R",2,"R",11,"R",50,"R",13,"R",37,"Z",0,"Z",0,"Z",0
441025,2,  1,"R",1245,"R",282,"R",963,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",1,"R",880,"R",187,"R",693,"R",24,"R",5,"R",19,"Z",0,"Z",0,"Z",0,"R",275,"R",75,"R",200,"R",13,"R",2,"R",11,"R",50,"R",13,"R",37,"Z",0,"Z",0,"Z",0
441052,1,999,"R",1535,"R",402,"R",1133,"R",9,"R",0,"R",9,"R",314,"R",155,"R",159,"R",96,"R",17,"R",79,"R",766,"R",130,"R",636,"R",40,"R",16,"R",24,"R",175,"R",46,"R",129,"R",109,"R",34,"R",75,"R",25,"R",3,"R",22,"R",1,"R",1,"R",0
441052,2,  1,"R",1535,"R",402,"R",1133,"R",9,"R",0,"R",9,"R",314,"R",155,"R",159,"R",96,"R",17,"R",79,"R",766,"R",130,"R",636,"R",40,"R",16,"R",24,"R",175,"R",46,"R",129,"R",109,"R",34,"R",75,"R",25,"R",3,"R",22,"R",1,"R",1,"R",0
441070,1,999,"R",219,"R",75,"R",144,"R",156,"R",53,"R",103,"R",0,"R",0,"R",0,"R",11,"R",7,"R",4,"R",10,"R",5,"R",5,"R",1,"R",1,"R",0,"R",37,"R",9,"R",28,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
441070,2,  1,"R",219,"R",75,"R",144,"R",156,"R",53,"R",103,"R",0,"R",0,"R",0,"R",11,"R",7,"R",4,"R",10,"R",5,"R",5,"R",1,"R",1,"R",0,"R",37,"R",9,"R",28,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
441104,1,999,"R",327,"R",73,"R",254,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",55,"R",7,"R",48,"R",9,"R",2,"R",7,"R",0,"R",0,"R",0,"R",239,"R",59,"R",180,"R",0,"R",0,"R",0,"R",21,"R",4,"R",17,"R",0,"R",0,"R",0
441104,4,  3,"R",327,"R",73,"R",254,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",55,"R",7,"R",48,"R",9,"R",2,"R",7,"R",0,"R",0,"R",0,"R",239,"R",59,"R",180,"R",0,"R",0,"R",0,"R",21,"R",4,"R",17,"R",0,"R",0,"R",0
441131,1,999,"R",284,"R",87,"R",197,"R",3,"R",1,"R",2,"R",18,"R",4,"R",14,"R",8,"R",3,"R",5,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",229,"R",72,"R",157,"R",11,"R",3,"R",8,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
441131,4,  3,"R",284,"R",87,"R",197,"R",3,"R",1,"R",2,"R",18,"R",4,"R",14,"R",8,"R",3,"R",5,"R",11,"R",4,"R",7,"R",0,"R",0,"R",0,"R",229,"R",72,"R",157,"R",11,"R",3,"R",8,"R",4,"R",0,"R",4,"R",0,"R",0,"R",0
441168,1,999,"R",58,"R",6,"R",52,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",2,"R",2,"R",1,"R",1,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"R",39,"R",2,"R",37,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
441168,2,  1,"R",58,"R",6,"R",52,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",2,"R",2,"R",1,"R",1,"R",12,"R",1,"R",11,"Z",0,"Z",0,"Z",0,"R",39,"R",2,"R",37,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0
441210,1,999,"R",312,"R",134,"R",178,"R",4,"R",1,"R",3,"R",5,"R",2,"R",3,"R",36,"R",5,"R",31,"R",88,"R",39,"R",49,"R",0,"R",0,"R",0,"R",172,"R",86,"R",86,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4
441210,2,  1,"R",312,"R",134,"R",178,"R",4,"R",1,"R",3,"R",5,"R",2,"R",3,"R",36,"R",5,"R",31,"R",88,"R",39,"R",49,"R",0,"R",0,"R",0,"R",172,"R",86,"R",86,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",1,"R",4
441229,1,999,"R",1375,"R",609,"R",766,"R",0,"R",0,"R",0,"R",43,"R",20,"R",23,"R",79,"R",32,"R",47,"R",621,"R",277,"R",344,"R",0,"R",0,"R",0,"R",630,"R",280,"R",350,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
441229,2,  1,"R",1375,"R",609,"R",766,"R",0,"R",0,"R",0,"R",43,"R",20,"R",23,"R",79,"R",32,"R",47,"R",621,"R",277,"R",344,"R",0,"R",0,"R",0,"R",630,"R",280,"R",350,"R",0,"R",0,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0
441238,1,999,"R",92,"R",41,"R",51,"Z",0,"Z",0,"Z",0,"R",12,"R",4,"R",8,"R",4,"Z",0,"R",4,"R",12,"R",7,"R",5,"R",2,"R",1,"R",1,"R",30,"R",17,"R",13,"R",6,"R",1,"R",5,"Z",0,"Z",0,"Z",0,"R",26,"R",11,"R",15
441238,4,  3,"R",92,"R",41,"R",51,"Z",0,"Z",0,"Z",0,"R",12,"R",4,"R",8,"R",4,"Z",0,"R",4,"R",12,"R",7,"R",5,"R",2,"R",1,"R",1,"R",30,"R",17,"R",13,"R",6,"R",1,"R",5,"Z",0,"Z",0,"Z",0,"R",26,"R",11,"R",15
441256,1,999,"R",166,"R",2,"R",164,"R",1,"R",0,"R",1,"R",6,"R",0,"R",6,"R",6,"R",0,"R",6,"R",57,"R",1,"R",56,"R",0,"R",0,"R",0,"R",93,"R",1,"R",92,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
441256,2,  1,"R",166,"R",2,"R",164,"R",1,"R",0,"R",1,"R",6,"R",0,"R",6,"R",6,"R",0,"R",6,"R",57,"R",1,"R",56,"R",0,"R",0,"R",0,"R",93,"R",1,"R",92,"R",0,"R",0,"R",0,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0
441362,1,999,"R",345,"R",45,"R",300,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3,"R",192,"R",29,"R",163,"R",57,"R",7,"R",50,"Z",0,"Z",0,"Z",0,"R",61,"R",3,"R",58,"R",12,"R",1,"R",11,"R",20,"R",5,"R",15,"Z",0,"Z",0,"Z",0
