UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
172699,"R",289210560,"R",735217282,"R",238097005,"R",973314287,"R",1262524847,"R",18050702,"R",84094947,"R",171621282,"R",255716229,"R",332856195,"R",345294749,"R",678150944,"R",933867173,"R",130961626,"R",445495418,"R",5476100,"R",73793,"R",-235298561,"R",215746750,"R",93282864,"Z",0,"R",1053006242,"R",172243855,"R",33637683,"R",1352170644,"R",569923289,"Z",0,"Z",0,"R",588669160,"R",558026398,"R",30642762,"R",333008494,"R",-147904506,"R",215746750,"R",243427391,"R",15389188,"R",2720599,"R",7873129,"R",185198,"R",7687931,"R",90205639,"Z",0,"Z",0,"Z",0,"R",44736442,"R",404352388,"Z",0,"R",110571948,"Z",0,"R",27953889,"Z",0,"Z",0,"R",32088448,"R",12364510,"R",0,"R",182978795,"R",587331183,"Z",0,"R",1337977,"Z",0,"R",0,"R",1337977,"R",588669160,"R",233653788,"R",118604614,"R",20337778,"R",6082756,"R",9027300,"R",3679864,"R",64738727,"R",27313140,"R",24892798,"R",12499526,"R",53083690,"R",21320246,"R",16342991,"R",108399919,"R",38452495,"Z",0,"Z",0,"Z",0,"Z",0,"R",27549407,"R",0,"R",558026398,"R",227952641,"R",96233978,"R",39353643,"R",28641519,"R",19849181,"R",145995436,1 ,"R",17748735,"R",129887690,"R",4728912,"R",10429419,"R",27953889,"R",853824,"R",595229,"Z",0,"R",11130405,"R",47380332,"R",87913679,"R",60835085,"R",10735603,"R",71570688,"R",16342991,1 ,"R",386620993,"R",408264116
172918,"R",15498000,"R",24029000,"R",663000,"R",24692000,"R",40190000,"R",14689000,"R",424000,"R",2775000,"R",3199000,"R",2747000,"R",25932000,"R",28679000,"R",31878000,"R",7031000,"R",21433000,"R",586000,"R",0,"R",-6049000,"R",15970000,"R",663000,"R",0,"R",41466000,"R",6273000,"R",230000,"R",48632000,"R",23940000,"R",0,"R",0,"R",26533000,"R",29348000,"R",-2815000,"R",18995000,"R",-210000,"R",15970000,"R",7462000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",953000,"A",,"R",589000,"A",,"R",71000,"R",9075000,"R",0,"R",12104000,"R",0,"R",2855000,"R",1764000,"R",0,"R",138000,"R",181000,"R",0,"R",17042000,"R",26117000,"R",409000,"R",0,"R",0,"R",7000,"R",416000,"R",26533000,"R",14784000,"R",7705000,"R",96000,"R",6000,"R",68000,"R",16000,"R",2833000,"R",1209000,"R",3140000,"R",1549000,"R",3939000,"R",1633000,"R",604000,"R",724000,"R",44000,"A",,"A",,"A",,"A",,"R",3160000,"R",0,"R",29348000,"R",12162000,"R",7405000,"R",2398000,"R",1672000,"R",146000,"R",5565000,1 ,"R",3655000,"R",23234000,"R",6860000,"R",14594000,"R",2378000,"R",207000,"R",1173000,"R",0,"R",4000,"R",43000,"R",3805000,"R",3201000,"R",0,"R",3201000,"R",604000,1 ,"R",0,"R",3089000
172954,"R",12965000,"R",16095000,"R",1057000,"R",17152000,"R",30117000,"R",8497000,"R",260000,"R",2404000,"R",2664000,"R",1577000,"R",14576000,"R",16153000,"R",18817000,"R",4812000,"R",15304000,"R",310000,"R",0,"R",-629000,"R",14985000,"R",1057000,"R",0,"R",34028000,"R",4356000,"R",0,"R",39441000,"R",22289000,"R",0,"R",0,"R",18630000,"R",20380000,"R",-1750000,"R",16868000,"R",-133000,"R",14985000,"R",4315000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1018000,"A",,"R",479000,"A",,"R",126000,"R",5938000,"R",0,"R",8578000,"R",0,"R",2981000,"R",1000000,"R",0,"R",3000,"R",130000,"R",0,"R",12692000,"R",18630000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18630000,"R",10199000,"R",5798000,"R",0,"R",0,"R",0,"R",0,"R",1736000,"R",747000,"R",2478000,"R",1274000,"R",2692000,"R",1173000,"R",410000,"R",1227000,"R",60000,"A",,"A",,"A",,"A",,"R",1638000,"R",0,"R",20380000,"R",9052000,"R",4798000,"R",1336000,"R",1157000,"R",84000,"R",3953000,1 ,"R",1874000,"R",12808000,"R",4782000,"R",8429000,"R",2548000,"R",52000,"R",970000,"R",0,"R",0,"R",0,"R",3570000,"R",3009000,"R",151000,"R",3160000,"R",410000,1 ,"R",0,"R",137000
172963,"R",44515000,"R",46700000,"R",2886000,"R",49586000,"R",94101000,"R",28068000,"R",719000,"R",7777000,"R",8496000,"R",8543000,"R",45943000,"R",54486000,"R",62982000,"R",13977000,"R",40790000,"R",1939000,"R",0,"R",2481000,"R",45210000,"R",2766000,"R",0,"R",83895000,"R",2935000,"R",738000,"R",90334000,"R",40868000,"R",0,"R",0,"R",62017000,"R",66149000,"R",-4132000,"R",49758000,"R",-416000,"R",45210000,"R",18334000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6041000,"A",,"R",60000,"A",,"R",625000,"R",25060000,"R",0,"R",22802000,"R",0,"R",10247000,"R",2732000,"R",0,"R",54000,"R",383000,"R",0,"R",36218000,"R",61278000,"R",738000,"R",0,"R",0,"R",1000,"R",739000,"R",62017000,"R",27097000,"R",15777000,"R",1000,"R",0,"R",50000,"R",0,"R",8254000,"R",4152000,"R",9675000,"R",5304000,"R",8443000,"R",3397000,"R",1419000,"R",5095000,"R",185000,"A",,"A",,"A",,"A",,"R",6115000,"R",0,"R",66149000,"R",28815000,"R",16175000,"R",4379000,"R",2986000,"R",393000,"R",13401000,1 ,"R",6891000,"R",40268000,"R",13849000,"R",27838000,"R",8094000,"R",316000,"R",1840000,"R",0,"R",0,"R",9000,"R",10259000,"R",8335000,"R",505000,"R",8840000,"R",1419000,1 ,"R",0,"R",1513000
173063,"R",11613000,"R",18874000,"R",794000,"R",19668000,"R",31281000,"R",15733000,"R",258000,"R",3992000,"R",4250000,"R",2791000,"R",27359000,"R",30150000,"R",34400000,"R",8814000,"R",16589000,"R",237000,"R",0,"R",-13026000,"R",3800000,"R",765000,"R",0,"R",49283000,"R",3846000,"R",0,"R",53894000,"R",34255000,"R",0,"R",0,"R",29428000,"R",32588000,"R",-3160000,"R",7185000,"R",-225000,"R",3800000,"R",7455000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1452000,"A",,"R",310000,"A",,"R",84000,"R",9301000,"R",0,"R",12882000,"R",0,"R",4410000,"R",2182000,"R",0,"R",549000,"R",104000,"R",0,"R",20127000,"R",29428000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29428000,"R",13906000,"R",7950000,"R",0,"R",0,"R",0,"R",0,"R",4011000,"R",1893000,"R",5270000,"R",2836000,"R",4036000,"R",1745000,"R",383000,"R",1402000,"R",143000,"A",,"A",,"A",,"A",,"R",3580000,"R",0,"R",32588000,"R",14567000,"R",8081000,"R",2354000,"R",1492000,"R",118000,"R",5976000,1 ,"R",3689000,"R",24153000,"R",8731000,"R",15620000,"R",3480000,"R",160000,"R",1051000,"R",0,"R",0,"R",13000,"R",4704000,"R",4086000,"R",235000,"R",4321000,"R",383000,1 ,"R",0,"R",1702000
173115,"R",5984000,"R",3100000,"R",28000,"R",3128000,"R",9112000,"R",4051000,"R",129000,"R",1213000,"R",1342000,"R",594000,"R",7187000,"R",7781000,"R",9123000,"R",2170000,"R",2395000,"R",112000,"R",0,"R",-637000,"R",1870000,"R",28000,"R",0,"R",9869000,"R",1414000,"R",0,"R",11311000,"R",8183000,"R",0,"R",0,"R",8498000,"R",8468000,"R",30000,"R",1981000,"R",-141000,"R",1870000,"R",1824000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",90000,"A",,"R",30000,"A",,"R",127000,"R",2071000,"R",0,"R",4075000,"R",0,"R",1613000,"R",470000,"R",0,"R",223000,"R",42000,"R",0,"R",6423000,"R",8494000,"R",0,"R",0,"R",0,"R",4000,"R",4000,"R",8498000,"R",4177000,"R",2324000,"R",0,"R",0,"R",10000,"R",0,"R",321000,"R",140000,"R",1045000,"R",379000,"R",1513000,"R",830000,"R",503000,"R",91000,"R",0,"A",,"A",,"A",,"A",,"R",808000,"R",0,"R",8468000,"R",3673000,"R",2132000,"R",503000,"R",504000,"R",31000,"R",1625000,1 ,"R",932000,"R",6388000,"R",2150000,"R",4016000,"R",1372000,"R",70000,"R",440000,"R",0,"R",116000,"R",10000,"R",2008000,"R",1505000,"R",0,"R",1505000,"R",503000,2 ,"A",,"A",
173124,"R",42440000,"R",64603000,"R",5057000,"R",69660000,"R",112100000,"R",31805000,"R",1985000,"R",9812000,"R",11797000,"R",21672000,"R",50923000,"R",72595000,"R",84392000,"R",18178000,"R",46269000,"R",8733000,"R",0,"R",-13667000,"R",41335000,"R",1149000,"R",0,"R",152907000,"R",8914000,"R",1236000,"R",164206000,"R",98454000,"R",0,"R",0,"R",78580000,"R",83423000,"R",-4843000,"R",47619000,"R",-1441000,"R",41335000,"R",23413000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13671000,"R",0,"R",775000,"R",0,"R",686000,"R",38545000,"R",0,"R",22457000,"R",0,"R",9969000,"R",4477000,"R",0,"R",2424000,"R",545000,"R",0,"R",39872000,"R",78417000,"R",162000,"R",0,"R",0,"R",1000,"R",163000,"R",78580000,"R",28395000,"R",16660000,"R",293000,"R",66000,"R",149000,"R",32000,"R",9291000,"R",4443000,"R",14704000,"R",6840000,"R",9916000,"R",4331000,"R",1143000,"R",13175000,"R",3213000,"R",0,"R",0,"R",0,"R",0,"R",6357000,"R",0,"R",83423000,"R",35585000,"R",17943000,"R",5526000,"R",6132000,"R",796000,"R",17441000,1 ,"R",7230000,"R",44572000,"R",17982000,"R",31465000,"R",6247000,"R",1207000,"R",4088000,"R",0,"R",3287000,"R",184000,"R",15013000,"R",13294000,"R",576000,"R",13870000,"R",1143000,1 ,"R",21138000,"R",26440000
173203,"R",22261000,"R",26864000,"R",1835000,"R",28699000,"R",50960000,"R",17890000,"R",349000,"R",3886000,"R",4235000,"R",2913000,"R",31115000,"R",34028000,"R",38263000,"R",9617000,"R",25374000,"R",315000,"R",0,"R",-4719000,"R",20970000,"R",1825000,"R",0,"R",63200000,"R",9489000,"R",0,"R",74514000,"R",45825000,"R",0,"R",0,"R",36455000,"R",39416000,"R",-2961000,"R",24176000,"R",-245000,"R",20970000,"R",7368000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2799000,"A",,"R",399000,"A",,"R",199000,"R",10765000,"R",0,"R",16195000,"R",0,"R",5935000,"R",2083000,"R",0,"R",1255000,"R",207000,"R",0,"R",25675000,"R",36440000,"R",0,"R",15000,"R",0,"R",0,"R",15000,"R",36455000,"R",16495000,"R",8370000,"R",300000,"R",68000,"R",418000,"R",136000,"R",3741000,"R",1557000,"R",7050000,"R",3172000,"R",4410000,"R",1760000,"R",561000,"R",2683000,"R",488000,"A",,"A",,"A",,"A",,"R",3758000,"R",0,"R",39416000,"R",15551000,"R",9365000,"R",2499000,"R",2259000,"R",154000,"R",9588000,1 ,"R",4285000,"R",27547000,"R",9514000,"R",17764000,"R",3990000,"R",257000,"R",1216000,"R",0,"R",6000,"R",5000,"R",5474000,"R",4650000,"R",263000,"R",4913000,"R",561000,1 ,"R",0,"R",6925000
173416,"R",19410000,"R",33649000,"R",2974000,"R",36623000,"R",56033000,"R",14486000,"R",346000,"R",3289000,"R",3635000,"R",4970000,"R",24760000,"R",29730000,"R",33365000,"R",7711000,"R",31302000,"R",529000,"R",0,"R",-2388000,"R",29443000,"R",2974000,"R",0,"R",68689000,"R",5912000,"R",0,"R",77575000,"R",40952000,"R",0,"R",0,"R",33143000,"R",35677000,"R",-2534000,"R",32201000,"R",-224000,"R",29443000,"R",8132000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1584000,"A",,"R",458000,"A",,"R",643000,"R",10817000,"R",0,"R",13368000,"R",0,"R",5603000,"R",1820000,"R",0,"R",527000,"R",219000,"R",0,"R",21537000,"R",32354000,"R",653000,"R",136000,"R",0,"R",0,"R",789000,"R",33143000,"R",15992000,"R",8109000,"R",6000,"R",0,"R",1102000,"R",447000,"R",4054000,"R",1305000,"R",5521000,"R",2668000,"R",4068000,"R",2067000,"R",488000,"R",1269000,"R",237000,"A",,"A",,"A",,"A",,"R",3177000,"R",0,"R",35677000,"R",14833000,"R",8039000,"R",2604000,"R",2159000,"R",225000,"R",7817000,1 ,"R",3430000,"R",21687000,"R",7675000,"R",14370000,"R",3129000,"R",219000,"R",1212000,"R",0,"R",350000,"R",4000,"R",4914000,"R",4296000,"R",130000,"R",4426000,"R",488000,1 ,"R",0,"R",1825000
173461,"R",19003000,"R",42651000,"R",492000,"R",43143000,"R",62146000,"R",17723000,"R",472000,"R",4273000,"R",4745000,"R",5458000,"R",29597000,"R",35055000,"R",39800000,"R",9783000,"R",37059000,"R",653000,"R",0,"R",-7426000,"R",30286000,"R",492000,"R",0,"R",78307000,"R",6941000,"R",0,"R",85740000,"R",42597000,"R",0,"R",0,"R",43725000,"R",48270000,"R",-4545000,"R",35048000,"R",-217000,"R",30286000,"R",14454000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3252000,"A",,"R",59000,"A",,"R",321000,"R",18086000,"R",0,"R",17293000,"R",0,"R",6474000,"R",1258000,"R",0,"R",153000,"R",256000,"R",0,"R",25434000,"R",43520000,"R",0,"R",205000,"R",0,"R",0,"R",205000,"R",43725000,"R",24563000,"R",12273000,"R",0,"R",0,"R",111000,"R",37000,"R",4534000,"R",2021000,"R",5722000,"R",3098000,"R",5539000,"R",2197000,"R",584000,"R",3458000,"R",301000,"A",,"A",,"A",,"A",,"R",3759000,"R",0,"R",48270000,"R",19927000,"R",10425000,"R",3384000,"R",2771000,"R",265000,"R",11498000,1 ,"R",4205000,"R",25633000,"R",9590000,"R",17583000,"R",4730000,"R",152000,"R",1122000,"R",0,"R",8000,"R",6000,"R",6018000,"R",5171000,"R",263000,"R",5434000,"R",584000,2 ,"A",,"A",
173559,"R",29035000,"R",40533000,"R",1385000,"R",41918000,"R",70953000,"R",25253000,"R",679000,"R",6057000,"R",6736000,"R",7233000,"R",43297000,"R",50530000,"R",57266000,"R",13746000,"R",34098000,"R",1223000,"R",0,"R",-10127000,"R",25194000,"R",1326000,"R",0,"R",77440000,"R",6617000,"R",875000,"R",86258000,"R",44399000,"R",0,"R",0,"R",55140000,"R",58352000,"R",-3212000,"R",28823000,"R",-417000,"R",25194000,"R",13042000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3968000,"A",,"R",660000,"A",,"R",13000,"R",17683000,"R",0,"R",23701000,"R",0,"R",9974000,"R",1639000,"R",0,"R",996000,"R",313000,"R",0,"R",36623000,"R",54306000,"R",648000,"R",180000,"R",0,"R",6000,"R",834000,"R",55140000,"R",26543000,"R",15242000,"R",21000,"R",0,"R",1000,"R",0,"R",4750000,"R",2275000,"R",9202000,"R",4473000,"R",7468000,"R",2965000,"R",970000,"R",4232000,"R",458000,"A",,"A",,"A",,"A",,"R",5165000,"R",0,"R",58352000,"R",25413000,"R",14593000,"R",3228000,"R",2639000,"R",344000,"R",12135000,1 ,"R",5917000,"R",38037000,"R",13574000,"R",25043000,"R",7838000,"R",635000,"R",1508000,"R",0,"R",482000,"R",0,"R",10463000,"R",8791000,"R",702000,"R",9493000,"R",970000,1 ,"R",0,"R",5404000
173638,"R",23345000,"R",21738000,"R",426000,"R",22164000,"R",45509000,"R",15619000,"R",290000,"R",6830000,"R",7120000,"R",3461000,"R",27090000,"R",30551000,"R",37671000,"R",8490000,"R",18400000,"R",411000,"R",0,"R",-3844000,"R",14967000,"R",315000,"R",0,"R",52075000,"R",5094000,"R",684000,"R",58168000,"R",36115000,"R",0,"R",0,"R",31770000,"R",32339000,"R",-569000,"R",15779000,"R",-243000,"R",14967000,"R",6992000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1737000,"A",,"R",433000,"A",,"R",289000,"R",9451000,"R",0,"R",13552000,"R",0,"R",4342000,"R",1919000,"R",0,"R",1148000,"R",235000,"R",0,"R",21196000,"R",30647000,"R",1101000,"R",22000,"R",0,"R",0,"R",1123000,"R",31770000,"R",14330000,"R",7901000,"R",263000,"R",24000,"R",376000,"R",91000,"R",3495000,"R",1537000,"R",5042000,"R",2382000,"R",3185000,"R",1205000,"R",297000,"R",1605000,"R",138000,"A",,"A",,"A",,"A",,"R",3746000,"R",0,"R",32339000,"R",13278000,"R",7933000,"R",1869000,"R",1463000,"R",141000,"R",7655000,1 ,"R",3606000,"R",24005000,"R",8444000,"R",15510000,"R",3469000,"R",153000,"R",1024000,"R",0,"R",5000,"R",6000,"R",4657000,"R",4077000,"R",283000,"R",4360000,"R",297000,1 ,"R",0,"R",69000
173708,"R",23808000,"R",37061000,"R",2631000,"R",39692000,"R",63500000,"R",29013000,"R",495000,"R",6324000,"R",6819000,"R",5820000,"R",50079000,"R",55899000,"R",62718000,"R",14985000,"R",33159000,"R",742000,"R",0,"R",-19091000,"R",14810000,"R",2631000,"R",0,"R",78975000,"R",16192000,"R",917000,"R",98715000,"R",59023000,"R",0,"R",0,"R",50738000,"R",56652000,"R",-5914000,"R",20977000,"R",-253000,"R",14810000,"R",11913000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2021000,"A",,"R",262000,"A",,"R",251000,"R",14447000,"R",0,"R",22844000,"R",0,"R",9738000,"R",2199000,"R",0,"R",662000,"R",248000,"R",0,"R",35691000,"R",50138000,"R",489000,"R",109000,"R",0,"R",2000,"R",600000,"R",50738000,"R",26909000,"R",14763000,"R",0,"R",0,"R",0,"R",0,"R",5741000,"R",2295000,"R",8385000,"R",4265000,"R",6033000,"R",2488000,"R",1544000,"R",1912000,"R",285000,"A",,"A",,"A",,"A",,"R",6128000,"R",0,"R",56652000,"R",24096000,"R",14154000,"R",4736000,"R",2710000,"R",251000,"R",10705000,1 ,"R",7018000,"R",45181000,"R",14717000,"R",28830000,"R",7207000,"R",361000,"R",1792000,"R",0,"R",6000,"R",5000,"R",9371000,"R",7375000,"R",452000,"R",7827000,"R",1544000,1 ,"R",0,"R",1158000
173735,"R",8937000,"R",17879000,"R",1190000,"R",19069000,"R",28006000,"R",10627000,"R",392000,"R",3219000,"R",3611000,"R",2495000,"R",18033000,"R",20528000,"R",24139000,"R",4945000,"R",16216000,"R",749000,"R",0,"R",-7416000,"R",9549000,"R",1038000,"R",0,"R",34227000,"R",4011000,"R",4884000,"R",44160000,"R",25243000,"R",0,"R",0,"R",19647000,"R",19129000,"R",518000,"R",9189000,"R",-158000,"R",9549000,"R",4470000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1020000,"A",,"R",245000,"A",,"R",12000,"R",5747000,"R",0,"R",6812000,"R",0,"R",2929000,"R",866000,"R",0,"R",114000,"R",93000,"R",0,"R",10814000,"R",16561000,"R",3003000,"R",28000,"R",0,"R",55000,"R",3086000,"R",19647000,"R",8774000,"R",4769000,"R",24000,"R",17000,"R",123000,"R",11000,"R",1366000,"R",632000,"R",2669000,"R",1425000,"R",2318000,"R",889000,"R",297000,"R",1155000,"R",189000,"A",,"A",,"A",,"A",,"R",2403000,"R",0,"R",19129000,"R",7932000,"R",5176000,"R",1340000,"R",1262000,"R",77000,"R",3342000,1 ,"R",2660000,"R",16201000,"R",4924000,"R",10552000,"R",2026000,"R",20000,"R",576000,"R",0,"R",0,"R",42000,"R",2664000,"R",2240000,"R",127000,"R",2367000,"R",297000,1 ,"R",0,"R",221000
173799,"R",25353000,"R",38204000,"R",373000,"R",38577000,"R",63930000,"R",18724000,"R",540000,"R",5895000,"R",6435000,"R",3609000,"R",29941000,"R",33550000,"R",39985000,"R",10812000,"R",34243000,"R",735000,"R",0,"R",-3121000,"R",31857000,"R",373000,"R",0,"R",60536000,"R",2252000,"R",3510000,"R",66671000,"R",28094000,"R",0,"R",0,"R",40104000,"R",40976000,"R",-872000,"R",33026000,"R",-297000,"R",31857000,"R",11378000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2494000,"A",,"R",23000,"A",,"R",236000,"R",14131000,"R",0,"R",16408000,"R",0,"R",5692000,"R",1229000,"R",0,"R",378000,"R",229000,"R",0,"R",23936000,"R",38067000,"R",2036000,"R",0,"R",0,"R",1000,"R",2037000,"R",40104000,"R",18108000,"R",10751000,"R",0,"R",0,"R",27000,"R",0,"R",4840000,"R",2172000,"R",6296000,"R",3208000,"R",4816000,"R",1935000,"R",1031000,"R",2131000,"R",248000,"A",,"A",,"A",,"A",,"R",3727000,"R",0,"R",40976000,"R",18314000,"R",10017000,"R",3306000,"R",2012000,"R",187000,"R",7140000,1 ,"R",4221000,"R",26578000,"R",10586000,"R",18579000,"R",4467000,"R",219000,"R",1101000,"R",0,"R",306000,"R",10000,"R",6103000,"R",4715000,"R",357000,"R",5072000,"R",1031000,1 ,"R",0,"R",2215000
173805,"R",8219000,"R",12578000,"R",277000,"R",12855000,"R",21074000,"R",7911000,"R",328000,"R",1541000,"R",1869000,"R",3212000,"R",13300000,"R",16512000,"R",18381000,"R",4653000,"R",9350000,"R",649000,"R",0,"R",-4048000,"R",5951000,"R",38000,"R",0,"R",25409000,"R",986000,"R",0,"R",26433000,"R",13817000,"R",0,"R",0,"R",14020000,"R",15243000,"R",-1223000,"R",7283000,"R",-109000,"R",5951000,"R",2793000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1442000,"A",,"R",165000,"A",,"R",99000,"R",4499000,"R",0,"R",5486000,"R",0,"R",2739000,"R",726000,"R",0,"R",494000,"R",76000,"R",0,"R",9521000,"R",14020000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14020000,"R",5663000,"R",3303000,"R",0,"R",0,"R",378000,"R",109000,"R",1240000,"R",620000,"R",3381000,"R",1613000,"R",1428000,"R",492000,"R",343000,"R",1353000,"R",231000,"A",,"A",,"A",,"A",,"R",1457000,"R",0,"R",15243000,"R",6368000,"R",3616000,"R",1042000,"R",942000,"R",120000,"R",3155000,1 ,"R",1682000,"R",11851000,"R",4639000,"R",7861000,"R",1740000,"R",0,"R",496000,"R",0,"R",256000,"R",2000,"R",2494000,"R",1964000,"R",187000,"R",2151000,"R",343000,1 ,"R",0,"R",2959000
173911,"R",19370000,"R",22310000,"R",236000,"R",22546000,"R",41916000,"R",16800000,"R",317000,"R",4107000,"R",4424000,"R",4264000,"R",30267000,"R",34531000,"R",38955000,"R",8136000,"R",17954000,"R",449000,"R",0,"R",-6778000,"R",11625000,"R",236000,"R",0,"R",57220000,"R",5231000,"R",230000,"R",62917000,"R",40371000,"R",0,"R",0,"R",35612000,"R",39004000,"R",-3392000,"R",15318000,"R",-301000,"R",11625000,"R",7646000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1553000,"A",,"R",441000,"A",,"R",217000,"R",9857000,"R",0,"R",15047000,"R",0,"R",7984000,"R",2094000,"R",0,"R",285000,"R",193000,"R",0,"R",25603000,"R",35460000,"R",152000,"R",0,"R",0,"R",0,"R",152000,"R",35612000,"R",17259000,"R",9608000,"R",606000,"R",385000,"R",72000,"R",4000,"R",5968000,"R",2400000,"R",5161000,"R",2628000,"R",3784000,"R",1802000,"R",761000,"R",1806000,"R",400000,"A",,"A",,"A",,"A",,"R",3587000,"R",0,"R",39004000,"R",17227000,"R",9690000,"R",2145000,"R",1702000,"R",190000,"R",8050000,1 ,"R",4126000,"R",26667000,"R",8089000,"R",16664000,"R",5108000,"R",186000,"R",1383000,"R",0,"R",0,"R",0,"R",6677000,"R",5544000,"R",372000,"R",5916000,"R",761000,1 ,"R",0,"R",1970000
173920,"R",146142000,"R",254559000,"R",5774000,"R",260333000,"R",406475000,"R",77301000,"R",7806000,"R",30113000,"R",37919000,"R",116087000,"R",121513000,"R",237600000,"R",275519000,"R",49596000,"R",147954000,"R",20592000,"R",0,"R",-9885000,"R",158661000,"R",911000,"R",0,"R",430838000,"R",34408000,"R",2313000,"R",468470000,"R",213000000,"R",0,"R",0,"R",241260000,"R",251011000,"R",-9751000,"R",169456000,"R",-1044000,"R",158661000,"R",92194000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43764000,"R",0,"R",3207000,"R",0,"R",1604000,"R",140769000,"R",0,"R",63586000,"R",0,"R",19564000,"R",11822000,"R",0,"R",3170000,"R",1713000,"R",0,"R",99855000,"R",240624000,"R",0,"R",636000,"R",0,"R",0,"R",636000,"R",241260000,"R",97051000,"R",56669000,"R",3074000,"R",1276000,"R",3345000,"R",1664000,"R",30625000,"R",14568000,"R",33473000,"R",15114000,"R",22959000,"R",8962000,"R",9384000,"R",36771000,"R",8909000,"R",0,"R",0,"R",0,"R",0,"R",14329000,"R",0,"R",251011000,"R",107162000,"R",47751000,"R",17059000,"R",16302000,"R",4174000,"R",58563000,1 ,"R",16321000,"R",101996000,"R",48771000,"R",76420000,"R",14745000,"R",1315000,"R",8916000,"R",0,"R",196000,"R",11007000,"R",36179000,"R",26376000,"R",419000,"R",26795000,"R",9384000,1 ,"R",45751000,"R",63282000
