UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
106494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",454881,"R",0,"R",17651,"R",17651,"R",0,"R",0,"R",472532,"R",0,"R",0,"R",0,"R",1156189,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16289,"A",,"A",,"R",0,"R",1172478,"R",689195,"R",443371,"R",0,"R",0,"R",0,"R",0,"R",25337,"R",0,"R",0,"R",0,"R",447647,"R",172456,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1162179,"R",615827,"R",6523,"R",104488,"R",27801,"R",1937,"R",405603,"A",,"A",,-2
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2014474,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2014474,"Z",0,"Z",0,"Z",0,"R",2014474,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2011664,"Z",0,"A",,"A",,"R",0,"R",4026138,"R",756136,"R",510700,"Z",0,"Z",0,"Z",0,"Z",0,"R",2309290,"R",127652,"R",584545,"R",431460,"R",357328,"R",357328,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",4007299,"R",1427140,"R",102695,"R",175603,"R",76484,"R",0,"R",2225377,"A",,"A",,-2
106908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1628326,"R",0,"R",17344,"R",17344,"Z",0,"Z",0,"R",1645670,"Z",0,"Z",0,"Z",0,"R",5026939,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8520,"R",442661,"A",,"A",,"R",0,"R",5478120,"R",2018460,"R",759368,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",190214,"R",190214,"R",2390251,"R",627615,"A",,"A",,"Z",0,"A",,"A",,"R",24028,"R",0,"R",4622953,"R",1577197,"R",13722,"R",656854,"R",180438,"R",24028,"R",2170714,"A",,"A",,-2
107099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",169906,"R",0,"R",0,"R",0,"R",0,"R",0,"R",169906,"R",0,"R",0,"R",0,"R",415400,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",604,"R",104144,"A",,"A",,"R",0,"R",520148,"R",164984,"R",94097,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",316698,"R",62000,"A",,"A",,"R",0,"A",,"A",,"R",10200,"R",0,"R",491882,"R",156097,"R",26256,"R",14501,"R",22381,"R",3993,"R",268654,"A",,"A",,-2
107220,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",843258,"R",28355,"R",69690,"R",69690,"R",0,"R",25368,"R",966671,"R",14269,"R",0,"R",14269,"R",2698549,"R",0,"R",0,"R",0,"R",23498,"R",0,"R",23498,"R",0,"R",0,"R",0,"R",0,"R",501637,"A",,"A",,"R",2566,"R",3226250,"R",921049,"R",901234,"R",0,"R",0,"R",728,"R",0,"R",2537,"R",2251,"R",18780,"R",16324,"R",361132,"R",336971,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1304226,"R",1256780,"R",10060,"R",250,"R",33582,"R",3554,"R",0,"A",,"A",,-2
107293,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",214957,"R",0,"R",0,"R",0,"R",0,"R",0,"R",214957,"R",0,"R",0,"R",0,"R",444932,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",239302,"A",,"A",,"R",0,"R",684234,"R",251908,"R",118203,"R",0,"R",0,"R",0,"R",0,"R",56423,"R",50400,"R",86186,"R",39600,"R",238737,"R",45240,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",633254,"R",253443,"R",27525,"R",319720,"R",32566,"R",0,"R",0,"A",,"A",,-2
107442,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",215644,"R",0,"R",0,"R",0,"R",0,"R",0,"R",215644,"R",0,"R",0,"R",0,"R",215644,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",29628,"A",,"A",,"R",270745,"R",516017,"R",126078,"R",126078,"R",0,"R",0,"R",0,"R",0,"R",5000,"R",3000,"R",7000,"R",5500,"R",5000,"R",3750,"A",,"A",,"R",0,"A",,"A",,"R",157101,"R",0,"R",300179,"R",138328,"R",0,"R",145000,"R",7378,"R",280,"R",9193,"A",,"A",,-2
107655,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108254,"R",0,"R",0,"R",0,"R",0,"R",0,"R",108254,"R",0,"R",0,"R",0,"R",185634,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25221,"A",,"A",,"R",0,"R",210855,"R",102965,"R",102965,"R",0,"R",0,"R",0,"R",0,"R",19103,"R",0,"R",43008,"R",28000,"R",62149,"R",17000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",227225,"R",147965,"R",0,"R",4800,"R",0,"R",0,"R",74460,"A",,"A",,-2
107789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",321003,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",321003,"Z",0,"Z",0,"Z",0,"R",1304079,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",190828,"A",,"A",,"R",0,"R",1494907,"R",533756,"R",314390,"Z",0,"Z",0,"Z",0,"Z",0,"R",73476,"R",71289,"R",67550,"R",65539,"R",230766,"R",88768,"A",,"A",,"Z",0,"A",,"A",,"R",373297,"R",0,"R",1278845,"R",539986,"R",16566,"R",61224,"R",78051,"R",0,"R",583018,"A",,"A",,-2
107831,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",266308,"R",0,"R",4213,"R",4213,"R",0,"R",0,"R",270521,"R",0,"R",0,"R",0,"R",1032878,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64638,"A",,"A",,"R",0,"R",1097516,"R",75000,"R",69811,"R",0,"R",0,"R",0,"R",0,"R",25000,"R",13755,"R",43000,"R",42438,"R",45000,"R",37089,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",188000,"R",163093,"R",0,"R",24668,"R",0,"R",0,"R",239,"A",,"A",,-2
108065,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120881,"R",0,"R",0,"R",0,"R",0,"R",12500,"R",133381,"R",0,"R",0,"R",0,"R",289102,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49876,"A",,"A",,"R",0,"R",338978,"R",24000,"R",24000,"R",0,"R",0,"R",0,"R",0,"R",5100,"R",1600,"R",7643,"R",1911,"R",4115,"R",1029,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",40858,"R",28540,"R",0,"R",4550,"R",0,"R",0,"R",7768,"A",,"A",,-2
108232,"R",105728761,"R",28692768,"R",45728155,"R",0,"R",54272687,"R",5966250,"R",51456074,"R",105728761,"R",2497538,"R",49002160,"R",82227577,"R",10267420,"R",0,"R",143994695,"R",98266540,"R",45728155,"R",250542546,"R",250318974,"R",0,"R",223572,"R",0,"R",51232502,"R",0,"R",51456074,"R",12154312,"R",928870,"R",2304303,"R",2304303,"R",0,"R",7086322,"R",22473807,"R",1000575,"R",0,"R",1000575,"R",231428832,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42839,"R",0,"R",19070875,"R",0,"R",0,"R",250542546,"R",117951988,"R",65461928,"R",0,"R",0,"R",0,"R",0,"R",992930,"R",738951,"R",41021540,"R",26478934,"R",36307702,"R",8303166,"R",24705753,"R",0,"R",0,"R",0,"R",0,"R",29339061,"R",1734169,"R",250318974,"R",102717148,"R",18116764,"R",44399653,"R",13250417,"R",351975,"R",71483017,"A",,"A",,-2
108348,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",225503,"R",9802,"R",0,"R",0,"R",0,"R",0,"R",235305,"R",0,"R",0,"R",0,"R",227305,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",227305,"R",105107,"R",96144,"R",0,"R",0,"R",0,"R",0,"R",32123,"R",15089,"R",16000,"R",12000,"R",20500,"R",2050,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",173730,"R",125283,"R",9800,"R",1000,"R",0,"R",0,"R",37647,"A",,"A",,-2
108649,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",399993,"R",0,"R",0,"R",0,"R",0,"R",0,"R",399993,"R",0,"R",0,"R",0,"R",1383449,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",170454,"A",,"A",,"R",29,"R",1553932,"R",863551,"R",231523,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",393608,"R",87860,"R",564662,"R",200999,"A",,"A",,"R",0,"A",,"A",,"R",1,"R",0,"R",1821822,"R",520382,"R",76152,"R",35614,"R",170507,"R",0,"R",1019167,"A",,"A",,-2
108977,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",452422,"R",4238,"R",0,"R",0,"R",0,"R",89680,"R",546340,"R",0,"R",0,"R",0,"R",792281,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",166631,"A",,"A",,"R",57560,"R",1016472,"R",210874,"R",26269,"R",0,"R",0,"R",0,"R",0,"R",10000,"R",2500,"R",10000,"R",10000,"R",68050,"R",68050,"A",,"A",,"R",0,"A",,"A",,"R",120106,"R",70724,"R",419030,"R",177543,"R",0,"R",15000,"R",26269,"R",0,"R",200218,"A",,"A",,-2
109040,"R",67305779,"R",8820539,"R",19189577,"R",0,"R",52146903,"R",1037988,"R",15158876,"R",67305779,"R",0,"R",29640607,"R",12534196,"R",222082,"R",11576526,"R",53973411,"R",34783834,"R",19189577,"R",55875676,"R",56264808,"R",0,"R",-389132,"R",0,"R",15548008,"R",0,"R",15158876,"R",11206258,"R",395255,"R",846508,"R",846508,"Z",0,"R",1792992,"R",14241013,"Z",0,"Z",0,"Z",0,"R",52201289,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",735426,"Z",0,"Z",0,"A",,"R",2938961,"R",55875676,"R",21729008,"R",10230489,"Z",0,"Z",0,"Z",0,"Z",0,"R",1100937,"R",742207,"R",4185120,"R",2876798,"R",29249743,"R",7820772,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",56264808,"R",21670266,"R",1950560,"R",6892954,"R",5216204,"R",1096668,"R",19438156,"A",,"A",,-2
109721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2275371,"R",63400,"R",0,"R",0,"R",0,"R",0,"R",2338771,"R",0,"R",0,"R",0,"R",4854361,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",4854361,"R",1603298,"R",361504,"R",0,"R",0,"R",0,"R",0,"R",300065,"R",148540,"R",1335251,"R",464232,"R",668517,"R",222810,"A",,"A",,"R",0,"A",,"A",,"R",430669,"R",239379,"R",4337800,"R",1436465,"R",258564,"R",553932,"R",50295,"R",2412,"R",2036132,"A",,"A",,-2
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",743167,"R",51549,"Z",0,"Z",0,"Z",0,"Z",0,"R",794716,"Z",0,"Z",0,"Z",0,"R",1937811,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",1937811,"R",438515,"R",177839,"R",0,"Z",0,"R",0,"Z",0,"R",316574,"R",132636,"R",392932,"R",159930,"R",281676,"R",198954,"A",,"A",,"R",0,"A",,"A",,"R",214195,"R",180589,"R",1643892,"R",849948,"R",152991,"R",220769,"R",5463,"R",210,"R",414511,"A",,"A",,-2
109934,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",973059,"R",798833,"R",0,"R",0,"R",0,"R",41970,"R",1813862,"R",0,"R",0,"R",0,"R",3143534,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",186741,"A",,"A",,"R",0,"R",3330275,"R",1259040,"R",1259040,"R",0,"R",0,"R",0,"R",0,"R",975538,"R",975538,"R",102922,"R",102922,"R",287388,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",16992,"R",0,"R",2641880,"R",2337500,"R",0,"R",287388,"R",16992,"R",0,"R",0,"A",,"A",,-2
110194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",546695,"R",9160,"R",0,"R",0,"R",0,"R",3060,"R",558915,"R",0,"R",0,"R",0,"R",1699866,"R",558904,"R",0,"R",558904,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20268,"A",,"A",,"R",0,"R",2279038,"R",703962,"R",676712,"R",0,"R",0,"R",0,"R",0,"R",19700,"R",19700,"R",87908,"R",78500,"R",475182,"R",426660,"A",,"A",,"R",0,"A",,"A",,"R",1158014,"R",0,"R",2444766,"R",1201572,"R",85180,"R",379822,"R",28091,"R",0,"R",750101,"A",,"A",,-2
110219,"R",10827808,"R",0,"R",2925007,"R",366770,"R",5619246,"R",1431659,"R",5208562,"R",10827808,"R",1917781,"R",0,"R",1818635,"R",0,"R",4609128,"R",8345544,"R",5420537,"R",2925007,"R",25553109,"R",24591279,"R",0,"R",961830,"R",-73958,"R",4320690,"R",0,"R",5208562,"R",7612013,"R",108632,"R",0,"R",0,"R",0,"R",0,"R",7720645,"R",0,"R",0,"R",0,"R",23960958,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1592151,"R",0,"R",0,"R",0,"R",25553109,"R",8966439,"R",5374366,"R",0,"R",0,"R",0,"R",0,"R",509440,"R",481639,"R",4117314,"R",3735769,"R",10998086,"R",481640,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24591279,"R",10073414,"R",644113,"R",0,"R",615619,"R",71978,"R",13186155,"R",13525,"R",0, 3
110468,"R",38436573,"Z",0,"R",3284592,"R",19864118,"R",58982296,"R",0,"R",-20545723,"R",38436573,"R",0,"R",2937278,"R",5437315,"Z",0,"Z",0,"R",8374593,"R",5090001,"R",3284592,"R",63840255,"R",78084261,"R",0,"R",-14244006,"R",0,"R",-6070012,"R",-231705,"R",-20545723,"R",224253,"R",224000,"R",0,"R",0,"R",0,"R",1117090,"R",1565343,"R",1117090,"Z",0,"R",1117090,"R",61550444,"R",448253,"Z",0,"R",448253,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1259,"R",110130,"R",1151223,"Z",0,"R",578946,"R",63840255,"R",27017049,"R",19444081,"R",72407,"R",55050,"R",1296840,"R",886862,"R",18267203,"R",4197161,"R",14514793,"R",5937541,"R",11610210,"R",2176258,"R",5305759,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78084261,"R",32696953,"R",6241383,"R",12860770,"R",3227348,"R",831592,"R",22226215,"R",0,"R",0, 3
110778,"R",2950501,"R",0,"R",269814,"R",89991,"R",1271792,"R",0,"R",1678709,"R",2950501,"R",0,"R",387576,"R",3190018,"R",0,"R",0,"R",3577594,"R",3307780,"R",269814,"R",6392417,"R",7674376,"R",-81800,"R",-1363759,"R",0,"R",3042468,"R",0,"R",1678709,"R",31662,"R",2048,"R",0,"R",0,"R",0,"R",102937,"R",136647,"R",98254,"R",0,"R",98254,"R",6142498,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2306,"R",22643,"R",0,"R",0,"R",224970,"R",6392417,"R",3501486,"R",1367031,"R",246197,"R",0,"R",39522,"R",39522,"R",945935,"R",412758,"R",996637,"R",557074,"R",1666764,"R",1347936,"R",0,"R",0,"R",0,"R",0,"R",0,"R",277835,"R",1,"R",7674376,"R",3724322,"R",292267,"R",3369927,"R",287860,"R",0,"R",0,"R",0,"R",800, 3
110875,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",202882,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",202882,"Z",0,"Z",0,"Z",0,"R",540387,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1559,"R",91026,"A",,"A",,"R",0,"R",632972,"R",141915,"R",141915,"Z",0,"Z",0,"Z",0,"Z",0,"R",38857,"R",38857,"R",52000,"R",52000,"R",76850,"R",76850,"A",,"A",,"Z",0,"A",,"A",,"R",202882,"R",0,"R",512504,"R",309622,"Z",0,"R",34101,"R",6258,"Z",0,"R",162523,"A",,"A",,-2
111054,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",634104,"R",9881,"R",0,"R",0,"R",0,"R",0,"R",643985,"R",0,"R",0,"R",0,"R",1743839,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49103,"R",217037,"A",,"A",,"R",0,"R",2009979,"R",1024161,"R",899543,"R",0,"R",0,"R",0,"R",0,"R",88999,"R",77966,"R",42127,"R",11518,"R",40286,"R",23561,"A",,"A",,"R",0,"A",,"A",,"R",791788,"R",1,"R",1987361,"R",1012589,"R",0,"R",9019,"R",68698,"R",7453,"R",889602,"A",,"A",,-2
111513,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",473052,"R",12466,"R",0,"R",0,"R",0,"R",10100,"R",495618,"R",0,"R",0,"R",0,"R",1862344,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4672,"R",360282,"A",,"A",,"R",20133,"R",2247431,"R",846827,"R",381072,"Z",0,"R",0,"R",0,"R",0,"R",106526,"R",61785,"R",231578,"R",157473,"R",1106195,"R",62195,"A",,"A",,"R",0,"A",,"A",,"R",24663,"R",0,"R",2315789,"R",662525,"R",76250,"R",259732,"R",0,"R",0,"R",1317282,"A",,"A",,-2
112181,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",240942,"R",11100,"R",11997,"Z",0,"R",11997,"R",0,"R",264039,"R",11881,"R",0,"R",11881,"R",627428,"R",264039,"R",0,"R",264039,"R",11997,"R",0,"R",0,"R",0,"R",11997,"R",0,"R",7450,"R",491701,"A",,"A",,"R",0,"R",1402615,"R",791223,"R",528557,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8700,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",799923,"R",528557,"R",23469,"R",202969,"R",26034,"R",9842,"R",9052,"A",,"A",,-2
112288,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1769772,"Z",0,"Z",0,"Z",0,"Z",0,"R",4900,"R",1774672,"Z",0,"Z",0,"Z",0,"R",3646510,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13881,"A",,"A",,"R",159349,"R",3819740,"R",1002261,"R",676827,"Z",0,"Z",0,"Z",0,"Z",0,"R",489150,"Z",0,"R",680933,"R",431398,"R",344415,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",464715,"R",0,"R",2981474,"R",1108225,"R",76981,"R",489150,"R",31857,"Z",0,"R",1275261,"A",,"A",,-2
112394,"R",7089156,"R",0,"R",2832061,"R",1050534,"R",3368895,"R",0,"R",3720261,"R",7089156,"R",0,"R",0,"R",4277071,"R",337312,"R",0,"R",4614383,"R",1782322,"R",2832061,"R",12239544,"R",12967889,"R",0,"R",-728345,"Z",0,"R",4148607,"R",299999,"R",3720261,"R",1261145,"R",43776,"R",1378924,"R",1378924,"Z",0,"R",648654,"R",3332499,"R",648654,"Z",0,"R",648654,"R",12236220,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3324,"R",0,"Z",0,"R",0,"R",0,"R",12239544,"R",3384956,"R",2848527,"R",0,"R",0,"R",0,"R",0,"R",978391,"R",675101,"R",3254704,"R",2018241,"R",5207862,"R",1526174,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",141976,"R",0,"R",12967889,"R",7068043,"R",1227715,"R",952701,"R",456919,"R",29556,"R",3232955,"R",0,"R",800, 3
112455,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",262250,"R",3535,"Z",0,"Z",0,"Z",0,"R",1178,"R",266963,"Z",0,"Z",0,"Z",0,"R",723676,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-9586,"R",71580,"A",,"A",,"R",0,"R",785670,"R",654753,"R",174958,"Z",0,"R",0,"Z",0,"R",0,"R",17080,"R",3663,"R",17080,"R",3663,"R",64569,"R",10988,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",753482,"R",193272,"R",6764,"R",518929,"R",34517,"R",0,"R",0,"A",,"A",,-2
113449,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",841265,"R",0,"R",0,"R",0,"R",0,"R",0,"R",841265,"R",0,"R",0,"R",0,"R",1188294,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",55,"R",129096,"A",,"A",,"R",563094,"R",1880539,"R",279218,"R",279218,"R",0,"R",0,"R",0,"R",0,"R",150158,"R",95301,"R",352469,"R",95302,"R",238747,"R",95302,"A",,"A",,"R",731581,"A",,"A",,"R",0,"R",0,"R",1752173,"R",565123,"R",37887,"R",1095243,"R",22023,"R",0,"R",31897,"A",,"A",,-2
